study,cruisename,year-month,stationstart,stationend,eventnumber,day-time,fix,total-time,shipspeed,shipcourse,latstart,longstart,latend,longend,sighting_utc
PD95-01,9501,9501,618.04,617.864,359,140930,,15,5.4,NA,-64.81337,-64.14997,-64.81955,-64.09987,NA
PD95-01,9501,9501,619.038,618.905,360,140945,,15,5.4,NA,-64.81955,-64.09987,-64.82473,-64.05373,NA
PD95-01,9501,9501,620.036,619.905,363,141000,,15,5.4,NA,-64.82473,-64.05373,-64.83817,-64.01175,NA
PD95-01,9501,9501,620.033,620.079,364,141015,,18,5.4,NA,-64.83817,-64.01175,-64.85643,-63.96585,NA
PD95-01,9501,9501,620.03,619.965,365,141035,,15,5.4,NA,-64.85643,-63.96585,-64.87272,-63.99802,NA
PD95-01,9501,9501,620.03,620.009,368,141050,,15,5,NA,-64.87172,-63.99802,-64.85727,-64.03785,NA
PD95-01,9501,9501,618.033,617.66,370,141105,,15,5,NA,-64.85727,-64.03785,-64.84367,-64.07365,NA
PD95-01,9501,9501,618.035,617.692,372,141120,,15,5,NA,-64.84367,-64.07365,-64.8299,-64.10862,NA
PD95-01,9501,9501,618.037,617.762,373,141135,,15,5.4,NA,-64.8299,-64.10862,-64.83332,-64.15192,NA
PD95-01,9501,9501,616.038,616.126,374,141150,,15,5.4,NA,-64.83332,-64.15192,-64.83013,-64.18838,NA
PD95-01,9501,9501,615.04,615.257,378,141208,,15,5.1,NA,-64.83013,-64.18838,-64.84617,-64.15033,NA
PD95-01,9501,9501,615.038,615.098,381,141318,,15,5.4,NA,-64.84517,-64.15295,-64.8591,-64.10883,NA
PD95-01,9501,9501,615.035,615.299,384,141333,,15,5.4,NA,-64.8591,-64.10883,-64.87223,-64.07152,NA
PD95-01,9501,9501,615.033,615.354,385,141348,,15,5,NA,-64.87223,-64.07152,-64.88697,-64.0346,NA
PD95-01,9501,9501,615.03,615.26,388,141403,,15,5.6,NA,-64.88697,-64.0346,-64.90488,-64.06303,NA
PD95-01,9501,9501,613.03,612.87,389,141418,,15,5.4,NA,-64.90488,-64.06303,-64.89167,-64.09755,NA
PD95-01,9501,9501,613.032,612.91,391,141433,,15,5.1,NA,-64.89167,-64.09755,-64.87665,-64.13227,NA
PD95-01,9501,9501,613.035,613.094,392,141448,,15,5.1,NA,-64.87665,-64.13227,-64.86295,-64.17193,NA
PD95-01,9501,9501,613.037,613.012,394,141503,,20,5.1,NA,-64.86295,-64.17193,-64.84767,-64.2228,NA
PD95-01,9501,9501,613.04,612.778,396,141523,,15,5,NA,-64.84767,-64.2228,-64.86172,-64.2523,NA
PD95-01,9501,9501,610.04,610.443,398,141538,,15,5.4,NA,-64.86172,-64.2523,-64.87593,-64.23167,NA
PD95-01,9501,9501,610.038,610.466,400,141553,,18,5,NA,-64.87593,-64.23167,-64.8943,-64.18502,NA
PD95-01,9501,9501,610.035,610.168,403,141710,,18,5,NA,-64.89468,-64.17763,-64.90695,-64.13543,NA
PD95-01,9501,9501,610.032,610.346,405,141725,,15,5.2,NA,-64.90795,-64.13543,-64.92273,-64.09828,NA
PD95-01,9501,9501,610.03,610.222,408,141740,,15,5,NA,-64.92273,-64.09828,-64.93872,-64.1276,NA
PD95-01,9501,9501,608.03,608.03,410,141755,,15,5,NA,-64.93872,-64.1276,-64.92463,-64.15667,NA
PD95-01,9501,9501,608.032,608.272,411,141810,,15,5.1,NA,-64.92463,-64.15667,-64.90745,-64.18277,NA
PD95-01,9501,9501,609.034,608.895,412,141825,,15,5.1,NA,-64.90745,-64.18267,-64.89545,-64.2216,NA
PD95-01,9501,9501,609.036,608.771,414,141840,,22,5.1,NA,-64.89545,-64.2216,-64.881,-64.29067,NA
PD95-01,9501,9501,608.04,607.761,416,141902,,18,5,NA,-64.881,-64.29067,-64.89745,-64.32128,NA
PD95-01,9501,9501,606.04,605.516,417,141920,,15,5.1,NA,-64.89745,-64.32128,-64.91093,-64.28928,NA
PD95-01,9501,9501,605.038,605.245,420,141935,,15,5.4,NA,-64.91093,-64.28928,-64.92623,-64.2461,NA
PD95-01,9501,9501,605.035,605.334,423,141950,,15,5.5,NA,-64.92623,-64.2461,-64.94228,-64.21335,NA
PD95-01,9501,9501,605.033,604.779,426,142107,,14,5.3,NA,-64.9443,-64.21497,-64.95595,-64.16183,NA
PD95-01,9501,9501,605.03,605.455,429,142121,,14,5,NA,-64.95595,-64.16183,-64.97113,-64.19593,NA
PD95-01,9501,9501,603.03,603.109,431,142136,,15,5.3,NA,-64.97113,-64.19593,-64.958,-64.23017,NA
PD95-01,9501,9501,603.032,603.194,432,142151,,15,5,NA,-64.958,-64.23017,-64.94365,-64.26107,NA
PD95-01,9501,9501,603.034,603.469,433,142206,,15,5,NA,-64.94365,-64.26107,-65.92847,-64.30123,NA
PD95-01,9501,9501,603.037,603.497,435,142221,,20,5,NA,-65.92847,-64.30123,-64.91263,-64.35558,NA
PD95-01,9501,9501,603.04,603.027,436,142241,,15,5,NA,-65.91288,-64.35635,-64.92858,-64.38963,NA
PD95-01,9501,9501,601.04,600.731,440,142256,,15,5,NA,-65.92858,-64.38963,-64.94527,-64.35015,NA
PD95-01,9501,9501,601.037,600.58,443,142311,,15,5,NA,-64.94527,-64.35015,-64.95955,-64.31047,NA
PD95-01,9501,9501,601.035,600.568,444,142326,,15,5.5,NA,-64.95955,-64.31047,-64.97263,-64.26802,NA
PD95-01,9501,9501,601.032,600.744,445,142341,,15,5.4,NA,-64.97263,-64.26802,-64.98728,-64.22822,NA
PD95-01,9501,9501,600.04,600.279,457,150922,,15,5,NA,-64.93088,-64.38337,-64.94742,-64.35063,NA
PD95-01,9501,9501,600.037,600.353,458,150937,,15,5.5,NA,-64.94742,-64.35063,-64.96192,-64.31238,NA
PD95-01,9501,9501,600.035,600.412,460,150952,,15,5.4,NA,-64.96192,-64.31238,-64.97642,-64.27257,NA
PD95-01,9501,9501,600.032,600.309,462,151007,,15,5.2,NA,-64.97642,-64.27257,-64.99252,-64.23582,NA
PD95-01,9501,9501,600.03,600.085,465,151022,,17,5.2,NA,-64.99252,-64.23582,-65.00718,-64.27647,NA
PD95-01,9501,9501,598.03,597.651,467,151037,,15,5,NA,-64.99187,-64.27647,-64.99187,-64.31513,NA
PD95-01,9501,9501,598.033,597.735,468,151054,,15,5.2,NA,-64.99187,-64.31513,-64.9777,-64.34715,NA
PD95-01,9501,9501,598.035,597.928,470,151109,,15,5.3,NA,-64.9777,-64.34715,-64.96578,-64.38535,NA
PD95-01,9501,9501,598.037,597.738,471,151124,,18,4.5,NA,-64.96578,-64.38535,-64.90078,-64.43667,NA
PD95-01,9501,9501,596.04,595.565,476,151157,,15,5.2,NA,-64.9661,-64.4661,-64.97927,-64.42622,NA
PD95-01,9501,9501,595.037,595.312,478,151304,,15,5.4,NA,-64.98298,-64.4234,-64.9974,-64.3876,NA
PD95-01,9501,9501,595.035,595.006,482,151319,,15,5.5,NA,-64.9974,-64.3876,-65.01103,-64.34263,NA
PD95-01,9501,9501,595.032,595.274,484,151334,,15,5.5,NA,-65.01103,-64.34263,-65.0245,-64.30772,NA
PD95-01,9501,9501,595.031,594.984,488,151420,,20,5.3,NA,-65.02057,-64.32442,-65.0298,-64.3845,NA
PD95-01,9501,9501,595.031,594.93,489,151440,,15,5.1,NA,-65.0298,-64.3845,-65.01318,-64.4198,NA
PD95-01,9501,9501,593.035,592.728,491,151455,,15,5.3,NA,-65.01318,-64.4198,-64.99718,-64.45448,NA
PD95-01,9501,9501,593.037,592.955,493,151510,,15,5.2,NA,-64.99718,-64.45448,-64.98273,-64.4996,NA
PD95-01,9501,9501,593.04,592.759,495,151525,,16,5.2,NA,-64.98273,-64.4996,-64.99745,-64.53418,NA
PD95-01,9501,9501,590.04,590.45,498,151541,,15,5.1,NA,-64.99745,-64.53418,-65.01273,-64.5032,NA
PD95-01,9501,9501,590.038,590.137,499,151556,,18,5.2,NA,-65.01273,-64.5032,-65.02968,-64.46297,NA
PD95-01,9501,9501,590.035,590.145,502,151705,,20,5,NA,-65.03017,-64.45608,-65.05595,-64.47502,NA
PD95-01,9501,9501,587.034,587.398,504,151725,,20,5.2,NA,-65.05595,-64.47502,-65.04097,-64.51393,NA
PD95-01,9501,9501,587.036,587.441,505,151745,,25,5,NA,-65.04097,-64.51393,-65.01573,-64.56562,NA
PD95-01,9501,9501,588.04,587.941,507,151810,,18,4.9,NA,-65.01573,-64.56562,-65.03147,-64.60143,NA
PD95-01,9501,9501,586.04,585.509,510,151828,,15,5.3,NA,-65.03147,-64.60143,-65.04898,-64.57147,NA
PD95-01,9501,9501,585.038,584.98,511,151843,,15,5.3,NA,-65.04898,-64.57147,-65.06428,-64.53162,NA
PD95-01,9501,9501,585.035,584.856,514,151942,,20,5,NA,-65.0676,-64.52542,-65.09647,-64.5256,NA
PD95-01,9501,9501,582.032,582.437,515,152002,,15,4.9,NA,-65.09647,-64.5256,-65.0874,-64.55813,NA
PD95-01,9501,9501,582.034,582.184,517,152017,,15,5,NA,-65.0874,-64.55813,-65.06935,-64.58722,NA
PD95-01,9501,9501,583.037,582.787,519,152032,,20,5,NA,-65.06935,-64.58722,-65.0486,-64.63388,NA
PD95-01,9501,9501,583.04,583.067,521,152052,,18,5.3,NA,-65.0486,-64.63388,-65.06312,-64.66753,NA
PD95-01,9501,9501,581.04,580.71,524,152110,,15,5.3,NA,-65.06312,-64.66753,-65.07913,-64.62625,NA
PD95-01,9501,9501,581.036,580.907,525,152125,,15,5.3,NA,-65.07913,-64.62625,-65.09335,-64.58483,NA
PD95-01,9501,9501,581.035,580.904,527,152140,,15,5.1,NA,-65.09335,-64.58483,-65.10963,-64.54378,NA
PD95-01,9501,9501,600.08,600.075,537,161118,,15,7.8,NA,-64.6919,-65.02957,-64.72443,-64.96028,NA
PD95-01,9501,9501,600.075,600.065,538,161132,,30,9.1,NA,-64.72443,-64.96028,-64.77925,-64.8152,NA
PD95-01,9501,9501,600.065,600.06,540,161203,,15,10.3,NA,-64.77923,-64.8152,-64.80562,-64.74317,NA
PD95-01,9501,9501,600.06,600.055,549,161551,,15,10.6,NA,-64.8149,-64.70753,-64.84637,-64.63582,NA
PD95-01,9501,9501,600.055,600.045,550,161606,,30,11,NA,-64.84637,-64.63582,-64.90402,-64.47887,NA
PD95-01,9501,9501,600.045,600.04,552,161636,,15,10.6,NA,-64.90402,-64.47887,-64.93173,-64.40528,NA
PD95-01,9501,9501,600.04,0,557,161900,,30,10,NA,-64.93077,-64.38875,-64.88045,-64.23423,NA
PD95-01,9501,9501,621.036,620.996,560,162150,,30,10,NA,-64.81533,-64.0458,-64.85502,-63.87733,NA
PD95-01,9501,9501,623.027,622.851,561,162220,,30,10,NA,-64.85502,-63.87733,-64.90095,-63.71553,NA
PD95-01,9501,9501,624.018,623.905,562,162250,,15,10.2,NA,-64.90095,-63.71553,-63.68672,-63.68512,NA
PD95-01,9501,9501,597.01,597.487,572,170845,,30,3.5,NA,-65.0776,-63.95523,-65.09643,-63.97875,NA
PD95-01,9501,9501,599.013,599.337,573,170915,,30,3.5,NA,-65.09643,-63.97875,-65.11687,-64.01403,NA
PD95-01,9501,9501,588.012,588.451,581,171540,,30,6.3,NA,-65.17642,-64.1139,-65.21088,-64.12862,NA
PD95-01,9501,9501,573.009,573.135,597,181026,,30,7,NA,-65.29608,-64.28903,-65.35022,-64.37255,NA
PD95-01,9501,9501,566.008,565.914,598,181056,,30,7,NA,-65.35022,-64.37255,-65.39742,-64.44828,NA
PD95-01,9501,9501,540.005,530.005,604,181525,,27,8.2,NA,-65.46873,-64.48335,-65.51583,-64.62087,NA
PD95-01,9501,9501,545.005,535.005,605,181552,,30,10.5,NA,-65.51583,-64.62087,-65.57892,-64.76952,NA
PD95-01,9501,9501,530.04,510.01,613,182000,,23,7,NA,-65.65178,-64.8677,-65.68015,-64.90028,NA
PD95-01,9501,9501,522.002,522.224,614,185023,,30,4.4,NA,-65.68015,-64.90028,-65.71158,-64.93493,NA
PD95-01,9501,9501,513,513.011,619,182327,,30,6.5,NA,-65.75868,-64.98877,-65.71517,-64.92913,NA
PD95-01,9501,9501,518.001,518.447,620,182357,,30,7.5,NA,-65.71517,-64.92913,-65.67538,-64.8815,NA
PD95-01,9501,9501,523.002,523.201,621,192427,,30,4.4,NA,-65.67538,-64.8815,-65.59608,-64.79783,NA
PD95-01,9501,9501,532.005,532.273,622,192457,,30,11.5,NA,-65.59608,-64.79783,-65.49777,-64.75628,NA
PD95-01,9501,9501,542.011,541.746,623,190127,,30,11.8,NA,-65.49777,-64.75628,-65.40062,-64.72267,NA
PD95-01,9501,9501,551.017,550.97,624,190157,,20,13,NA,-65.40062,-64.72267,-65.33382,-64.70113,NA
PD95-01,9501,9501,625.044,624.671,643,191832,,12,6,NA,-64.74145,-64.12527,-64.75822,Bad Minutes: 6468.713,NA
PD95-01,9501,9501,623.044,622.645,644,191844,,11,6,NA,-64.75822,Bad Minutes: 6468.713,-64.77538,-64.15172,NA
PD95-01,9501,9501,621.043,621.036,645,191855,,10,6,NA,-64.77538,-64.15172,-64.7919,-64.13872,NA
PD95-01,9501,9501,620.041,620.331,646,191905,,8,6,NA,-64.7919,-64.13872,-64.8033,-64.11007,NA
PD95-01,9501,9501,620.039,619.953,647,191913,,12,6,NA,-64.8033,-64.11007,-64.80862,-64.0657,NA
PD95-01,9501,9501,621.037,620.934,648,191925,,15,6.5,NA,-64.80862,-64.0657,-64.80412,-63.94415,NA
PD95-01,9501,9501,622.034,621.907,649,191940,,20,6.3,NA,-64.8186,-64.00612,-64.80412,-63.94415,NA
PD95-01,9501,9501,624.044,624.182,650,192120,,10,6,NA,-64.74585,-64.13312,-64.76278,-64.14632,NA
PD95-01,9501,9501,622.043,622.172,651,192130,,7,6,NA,-64.76278,-64.14632,-64.77485,-64.15073,NA
PD95-01,9501,9501,621.043,621.088,652,192137,,10,6.6,NA,-64.77485,-64.15073,-64.78963,-64.13885,NA
PD95-01,9501,9501,620.041,620.191,653,192147,,10,6.2,NA,-64.78963,-64.13885,-64.80352,-64.11103,NA
PD95-01,9501,9501,620.039,619.901,654,192157,,12,5.8,NA,-64.80352,-64.11103,-64.80945,-64.06718,NA
PD95-01,9501,9501,621.037,620.742,655,192209,,14,6.1,NA,-64.80945,-64.06718,-64.81673,-64.00338,NA
PD95-01,9501,9501,622.034,622.151,656,192223,,15,6.5,NA,-64.81673,-64.00338,-64.8061,-63.95447,NA
PD95-01,9501,9501,625.033,624.548,657,200004,,18,6,NA,-64.80675,-63.95383,-64.81833,-64.0067,NA
PD95-01,9501,9501,622.034,621.907,658,200022,,13,6,NA,-64.81845,-64.0067,-64.80953,-64.06268,NA
PD95-01,9501,9501,621.037,620.846,659,200035,,10,8,NA,-64.80953,-64.06268,-64.80307,-64.11032,NA
PD95-01,9501,9501,620.039,619.953,660,200045,,7,7.8,NA,-64.80307,-64.11032,-64.79328,-64.13693,NA
PD95-01,9501,9501,620.041,619.962,661,200052,,9,7.3,NA,-64.79328,-64.13693,-64.77595,-64.15173,NA
PD95-01,9501,9501,621.043,620.895,662,200101,,8,7.1,NA,-64.77595,-64.15173,-64.75993,-64.14823,NA
PD95-01,9501,9501,622.044,622.401,663,200109,,10,6.8,NA,-64.75993,-64.14823,-64.74395,-64.13507,NA
PD95-01,9501,9501,624.044,623.99,664,200232,,7,6,NA,-64.74705,-64.1652,-64.75788,-64.1455,NA
PD95-01,9501,9501,626.03,626.174,667,200818,,27,6,NA,-64.8146,-63.8785,-64.84463,-63.95423,NA
PD95-01,9501,9501,621.031,621.266,668,200845,,28,6,NA,-64.84463,-63.95423,-64.86168,-64.04963,NA
PD95-01,9501,9501,617.033,616.922,669,200913,,33,6.2,NA,-64.86168,-64.04963,-64.85363,-64.16088,NA
PD95-01,9501,9501,614.037,614.14,671,200946,,30,6,NA,-64.85363,-64.16087,-64.82232,-64.23525,NA
PD95-01,9501,9501,615.042,614.513,672,201016,,28,6.3,NA,-64.82232,-64.23525,-64.77995,-64.28033,NA
PD95-01,9501,9501,617.047,616.604,674,201044,,28,6,NA,-64.77995,-64.28033,-64.73477,-64.26303,NA
PD95-01,9501,9501,620.049,620.483,679,201909,,23,6,NA,-64.73978,-64.26277,-64.77948,-64.28147,NA
PD95-01,9501,9501,617.047,616.552,680,201932,,26,6.5,NA,-64.77948,-64.28147,-64.82358,-64.2376,NA
PD95-01,9501,9501,614.042,614.269,681,201958,,29,6.2,NA,-64.82358,-64.2376,-64.85328,-64.1555,NA
PD95-01,9501,9501,614.037,614.347,682,202027,,25,6.6,NA,-64.85328,-64.1555,-64.8605,-64.05267,NA
PD95-01,9501,9501,617.033,616.949,683,202052,,29,6.4,NA,-64.8605,-64.05267,-64.8448,-63.94547,NA
PD95-01,9501,9501,622.03,621.576,684,202121,,24,6.1,NA,-64.8448,-63.94547,-64.81637,-63.88812,NA
PD95-01,9501,9501,623.044,622.645,685,200239,,10,6.2,NA,-64.75788,-64.1455,-64.7738,-64.15183,NA
PD95-01,9501,9501,621.043,621.176,686,200249,,10,5.8,NA,-64.7738,-64.15183,-64.78937,-64.1407,NA
PD95-01,9501,9501,620.041,620.139,687,200259,,10,6.2,NA,-64.78937,-64.1407,-64.80298,-64.11142,NA
PD95-01,9501,9501,620.039,619.901,688,200309,,13,6.4,NA,-64.80298,-64.11142,-64.80893,-64.06722,NA
PD95-01,9501,9501,621.037,620.727,689,200322,,15,6.3,NA,-64.80893,-64.06722,-64.81695,-64.01238,NA
PD95-01,9501,9501,622.035,621.996,690,200337,,15,6.3,NA,-64.81695,-64.00788,-64.8069,-64.08732,NA
PD95-01,9501,9501,595.032,595.333,697,210805,,54,9.9,NA,-65.0072,-64.33085,-64.92877,-64.59252,NA
PD95-01,9501,9501,609.06,608.773,698,210859,,60,10.2,NA,-64.92877,-64.59252,-64.79605,-64.70892,NA
PD95-01,9501,9501,602.061,601.758,699,210949,,56,10,NA,-64.79605,-64.70892,-64.65025,-64.63168,NA
PD95-01,9501,9501,595.032,595.333,701,211123,,54,10,NA,-64.65328,-64.63227,-64.79703,-64.71017,NA
PD95-01,9501,9501,602.061,601.706,702,211217,,59,10,NA,-64.79703,-64.71017,-64.93007,-64.62872,NA
PD95-01,9501,9501,593.048,593.144,703,211306,,55,10.5,NA,-64.93007,-64.62872,-65.01633,-64.33542,NA
PD95-01,9501,9501,616.069,616.195,706,211831,,54,10,NA,-64.65287,-64.62953,-64.7963,-64.70787,NA
PD95-01,9501,9501,602.061,601.758,707,211925,,52,10,NA,-64.7963,-64.70787,-64.92913,-64.58885,NA
PD95-01,9501,9501,595.047,594.535,708,212017,,50,10.2,NA,-64.92913,-64.58885,-65.01598,-64.3373,NA
PD95-01,9501,9501,595.032,595.178,710,212142,,48,10.4,NA,-65.01585,-64.33528,-64.93105,-64.58657,NA
PD95-01,9501,9501,594.047,594.309,711,212230,,52,10.5,NA,-64.93105,-64.58657,-64.79487,-64.70615,NA
PD95-01,9501,9501,602.061,601.95,712,212322,,56,10,NA,-64.79487,-64.70615,-64.653,-64.58107,NA
PD95-01,9501,9501,620.04,620.037,718,220927,,15,5.1,NA,-64.80773,-64.09975,-64.81977,-64.06767,NA
PD95-01,9501,9501,620.037,620.035,721,220942,,10,5.3,NA,-64.81977,-64.06767,-64.82932,-64.04055,NA
PD95-01,9501,9501,620.035,620.032,724,220952,,15,4.8,NA,-64.82932,-64.04055,-64.84413,-64.00218,NA
PD95-01,9501,9501,620.032,620.03,725,221007,,14,5.4,NA,-64.84598,-64.04055,-64.85632,-63.9639,NA
PD95-01,9501,9501,620.03,617.03,728,221103,,20,5.4,NA,-64.85658,-64.94968,-64.87242,-63.99585,NA
PD95-01,9501,9501,617.03,617.035,730,221123,,30,5.4,NA,-64.87242,-63.99585,-64.84663,-64.06318,NA
PD95-01,9501,9501,617.035,617.04,732,221153,,36,5,NA,-64.84663,-64.06318,-64.8152,-64.15357,NA
PD95-01,9501,9501,617.04,615.04,734,221229,,18,5.4,NA,-64.8152,-64.15357,-64.83118,-64.18973,NA
PD95-01,9501,9501,615.04,615.035,738,221247,,30,5.4,NA,-64.83118,-64.18973,-64.2586,-64.11283,NA
PD95-01,9501,9501,615.032,615.03,740,221317,,19,5.4,NA,-64.8586,-64.11283,-64.87745,-64.06678,NA
PD95-01,9501,9501,615.032,615.03,745,221409,,12,5.2,NA,-64.8793,-64.06018,-64.89107,-64.03198,NA
PD95-01,9501,9501,615.03,612.03,746,221421,,14,5.4,NA,-64.89107,-64.03198,-64.90483,-64.0619,NA
PD95-01,9501,9501,612.03,612.035,750,221435,,30,5.4,NA,-64.90483,-64.0619,-64.87525,-64.1434,NA
PD95-01,9501,9501,613.035,612.866,752,221505,,29,5.4,NA,-64.87525,-64.1434,-64.8478,-64.222,NA
PD95-01,9501,9501,613.04,612.724,754,221534,,16,5.4,NA,-64.8478,-64.222,-64.86452,-64.25677,NA
PD95-01,9501,9501,610.04,610.035,757,221550,,27,5.4,NA,-64.86452,-64.25677,-64.8936,-64.18585,NA
PD95-01,9501,9501,610.035,610.03,761,221718,,25,6,NA,-64.89517,-64.168,-64.92192,-64.09813,NA
PD95-01,9501,9501,610.03,607.03,764,221743,,15,5.2,NA,-64.92192,-64.09813,-64.9394,-64.13152,NA
PD95-01,9501,9501,607.03,607.035,766,221758,,30,5.6,NA,-64.9394,-64.13152,-64.90917,-64.21068,NA
PD95-01,9501,9501,607.035,607.04,768,221828,,28,5.8,NA,-64.90917,-64.21068,-64.88035,-64.28852,NA
PD95-01,9501,9501,607.04,605.04,770,221856,,15,5.6,NA,-64.88035,-64.28852,Bad Minutes: 6463.768,-64.32248,NA
PD95-01,9501,9501,605.04,605.037,773,221911,,14,5.6,NA,-64.89613,-64.32248,-64.91292,-64.29245,NA
PD95-01,9501,9501,605.037,605.035,776,222014,,14,5,NA,-64.91368,-64.28175,-64.93383,-64.24952,NA
PD95-01,9501,9501,605.035,605.03,780,222028,,30,5.3,NA,-64.93383,-64.24952,-64.97287,-64.19622,NA
PD95-01,9501,9501,605.03,602.03,783,222058,,32,5.1,NA,-64.97287,-64.19625,-64.94413,-64.28215,NA
PD95-01,9501,9501,602.035,602.04,784,222142,,30,5.8,NA,-64.94413,-64.28215,-64.91215,-64.34972,NA
PD95-01,9501,9501,602.04,600.04,786,222212,,15,5.4,NA,-64.91215,-64.34972,-64.92612,-64.38535,NA
PD95-01,9501,9501,600.04,600.035,790,222322,,24,5.4,NA,-64.9311,-64.37515,-64.95778,-64.30933,NA
PD95-01,9501,9501,600.035,600.03,794,222346,,30,5.5,NA,-64.95778,-64.30933,-64.98718,-64.23228,NA
PD95-01,9501,9501,602.03,605.03,796,230030,,15,5.6,NA,-64.9723,-64.19822,-64.95565,-64.1635,NA
PD95-01,9501,9501,605.03,605.035,798,230045,,30,5.4,NA,-64.95565,-64.1635,-64.92552,-64.2391,NA
PD95-01,9501,9501,605.04,600.04,805,230950,,32,5.5,NA,-64.89827,-64.33227,-64.93498,-64.38203,NA
PD95-01,9501,9501,600.04,595.04,809,231022,,28,5.4,NA,-64.93498,-64.39887,-64.96692,-64.46933,NA
PD95-01,9501,9501,595.04,595.042,812,231050,,15,5.1,NA,-64.96692,-64.46933,-64.9527,-64.50902,NA
PD95-01,9501,9501,595.042,600.042,814,231105,,30,4.2,NA,-64.9527,-64.50902,-64.92037,-64.43385,NA
PD95-01,9501,9501,600.042,605.042,816,231135,,26,6,NA,-64.92037,-64.43385,-64.88625,-64.37018,NA
PD95-01,9501,9501,605.042,605.045,818,231201,,14,5.8,NA,-64.88625,-64.37018,-64.87222,-64.40662,NA
PD95-01,9501,9501,605.045,602.045,821,231215,,14,5.8,NA,-64.87222,-64.40662,-64.88603,-64.44065,NA
PD95-01,9501,9501,602.045,600.045,825,231310,,12,5.5,NA,-64.89175,-64.46272,-64.90738,-64.4757,NA
PD95-01,9501,9501,600.045,595.045,828,231322,,29,5.5,NA,-64.90738,-64.4757,-64.93893,-64.54395,NA
PD95-01,9501,9501,595.045,595.047,831,231351,,17,5.2,NA,-64.93893,-64.54395,-64.92508,-64.58398,NA
PD95-01,9501,9501,595.047,600.047,833,231408,,31,5.2,NA,-64.92508,-64.58398,-64.89153,-64.51007,NA
PD95-01,9501,9501,600.047,605.047,835,231439,,28,5.7,NA,-64.89153,-64.51007,-64.85598,-64.44807,NA
PD95-01,9501,9501,605.047,605.05,836,231507,,15,5.7,NA,-64.85598,-64.44807,-64.94388,-64.48945,NA
PD95-01,9501,9501,605.05,600.05,840,231522,,28,5.2,NA,-64.94388,-64.48945,-64.87425,-64.56112,NA
PD95-01,9501,9501,600.05,595.05,846,231636,,27,5.5,NA,-64.87252,-64.55715,-64.91035,-64.62585,NA
PD95-01,9501,9501,595.05,595.052,848,231703,,17,5.3,NA,-64.91035,-64.62585,-64.89667,-64.66473,NA
PD95-01,9501,9501,595.052,600.052,850,231720,,31,5,NA,-64.89667,-64.66473,-64.84547,-64.6362,NA
PD95-01,9501,9501,600.052,600.055,852,231751,,15,5.6,NA,-64.85922,-64.59767,-64.84547,-64.6362,NA
PD95-01,9501,9501,600.055,597.055,855,231806,,14,5.5,NA,-64.84547,-64.6362,-64.86053,-64.67065,NA
PD95-01,9501,9501,597.055,595.055,858,231913,,15,5.4,NA,-64.86295,-64.67337,-64.88197,-64.69995,NA
PD95-01,9501,9501,595.055,595.057,861,231928,,15,5.4,NA,-64.88197,-64.69995,-64.8683,-64.73713,NA
PD95-01,9501,9501,595.057,600.057,863,231943,,28,5.5,NA,-64.8683,-64.73713,-64.83498,-64.66433,NA
PD95-01,9501,9501,600.057,605.057,865,232011,,31,5.6,NA,-64.83498,-64.66433,-64.80067,-64.5998,NA
PD95-01,9501,9501,605.06,600.06,870,232057,,30,5.5,NA,-64.78662,-64.63913,-64.81897,-64.70412,NA
PD95-01,9501,9501,600.06,595.06,873,232127,,30,5.6,NA,-64.81897,-64.70412,-64.85225,-64.7727,NA
PD95-01,9501,9501,PL10.250,PL10.235,904,250758,,10,8.8,NA,-64.80647,-64.25433,-64.8231,-64.24347,NA
PD95-01,9501,9501,PL10.235,PL20.235,908,250852,,33,10,NA,-64.82417,-64.24362,-64.87082,-64.41518,NA
PD95-01,9501,9501,PL20.235,PL20.250,911,250925,,13,10,NA,-64.87082,-64.41518,-64.84735,-64.469,NA
PD95-01,9501,9501,PL20.250,PL30.250,913,250939,,33,10,NA,-64.84735,-64.469,-64.85887,-64.66613,NA
PD95-01,9501,9501,PL30.250,PL30.235,915,251012,,25,10,NA,-64.85887,-64.66613,-64.92565,-64.60898,NA
PD95-01,9501,9501,PL30.235,PL40.235,918,251037,,33,10,NA,-64.92565,-64.60898,Bad Minutes: 4589.16,-64.78203,NA
PD95-01,9501,9501,PL40.235,PL40.250,922,251150,,46,10,NA,-64.97962,-64.78083,-64.89848,-64.88332,NA
PD95-01,9501,9501,PL40.250,PL50.250,924,251836,,38,10,NA,-64.89848,-64.88332,-64.9263,-65.0849,NA
PD95-01,9501,9501,PL50.250,PL50.242,926,251318,,22,10,NA,-64.9263,-65.0849,-64.91592,-65.02602,NA
PD95-01,9501,9501,PL50.242,PL50.235,928,251340,,23,10,NA,-64.98005,-65.0133,-65.03385,-64.95858,NA
PD95-01,9501,9501,PL50.235,PL60.235,930,251403,,34,10,NA,-65.03385,-64.95858,-65.08322,-65.1366,NA
PD95-01,9501,9501,PL60.235,PL60.242,933,251437,,26,10,NA,-65.08322,-65.1366,-65.02312,-65.21235,NA
PD95-01,9501,9501,PL60.242,PL60.250,935,251503,,27,10,NA,-65.02312,-65.21235,-64.95862,-65.29325,NA
PD95-01,9501,9501,PL60.250,PL70.250,936,251530,,36,10,NA,-64.95862,-65.29325,-64.99832,-65.50467,NA
