study,cruisename,year-month,stationstart,stationend,eventnumber,day-time,fix,total-time,shipspeed,shipcourse,latstart,longstart,latend,longend,sighting_utc
LMG00-01,1,1,615.03,6125.03,712,251235,,20,4.5,NA,-64.89045,-64.03478,-64.90617,-64.06547,NA
LMG00-01,1,1,6125.03,6125.0325,714,251255,,20,4.5,NA,-64.90617,-64.06547,-64.895,-64.10333,NA
LMG00-01,1,1,6125.0325,6125.035,716,251317,,20,4.5,NA,-64.89493,-64.10333,-64.87767,-64.14778,NA
LMG00-01,1,1,6125.035,6125.0375,717,251336,,20,4.5,NA,-64.87775,-64.14778,-64.8625,-64.18972,NA
LMG00-01,1,1,6125.0375,6125.04,719,251357,,17,4.5,NA,-64.86248,-64.18972,-64.849,-64.22718,NA
LMG00-01,1,1,6125.04,610.04,720,251416,,20,4.5,NA,-64.849,-64.22718,-64.866,-64.25892,NA
LMG00-01,1,1,610.04,610.0375,723,251435,,20,4.5,NA,-64.86595,-64.25892,-64.88083,-64.21955,NA
LMG00-01,1,1,610.0375,610.035,725,251455,,16,4.5,NA,-64.88088,-64.21955,-64.89417,-64.18373,NA
LMG00-01,1,1,610.035,610.0325,730,251553,,20,4.5,NA,-64.89753,-64.17683,-64.91267,-64.13385,NA
LMG00-01,1,1,610.0325,610.03,732,251615,,14,4,NA,-64.91275,-64.13385,-64.92467,-64.10642,NA
LMG00-01,1,1,610.03,6075.03,733,251630,,19,4.5,NA,-64.92467,-64.10642,-64.94183,-64.13357,NA
LMG00-01,1,1,6075.03,6075.0325,736,251650,,20,4,NA,-64.94177,-64.13357,-64.92933,-64.17308,NA
LMG00-01,1,1,6075.0325,6075.035,738,251711,,20,5,NA,-64.9294,-64.17308,-64.91233,-64.21692,NA
LMG00-01,1,1,6075.035,6075.0375,739,251732,,20,4.6,NA,-64.91233,-64.21692,-64.89683,-64.25708,NA
LMG00-01,1,1,6075.0375,6075.04,741,251752,,17,4.5,NA,-64.8969,-64.25708,-64.88317,-64.29433,NA
LMG00-01,1,1,6075.04,605.04,742,251811,,17,4.5,NA,-64.88317,-64.29433,-64.899,-64.33172,NA
LMG00-01,1,1,605.04,605.0375,744,251829,,20,4.5,NA,-64.90003,-64.3332,-64.91667,-64.28708,NA
LMG00-01,1,1,605.0375,605.035,747,251850,,17,4.5,NA,-64.91675,-64.28708,-64.92933,-64.2525,NA
LMG00-01,1,1,605.035,605.0325,751,252014,,20,4.5,NA,-64.93097,-64.24872,-64.94367,-64.21253,NA
LMG00-01,1,1,605.0325,605.03,753,252035,,18,4.6,NA,-64.94375,-64.21253,-64.95883,-64.1715,NA
LMG00-01,1,1,605.03,6025.03,755,252056,,19,5,NA,-64.95882,-64.1715,-64.97517,-64.20502,NA
LMG00-01,1,1,6025.03,6025.0325,757,252116,,20,4.6,NA,-64.9752,-64.20502,-64.96017,-64.2483,NA
LMG00-01,1,1,6025.0325,6025.035,759,252137,,20,4.5,NA,-64.96012,-64.2483,-64.944,-64.2922,NA
LMG00-01,1,1,6025.035,6025.0375,760,252157,,20,4.5,NA,-64.944,-64.2922,-64.9285,-64.3316,NA
LMG00-01,1,1,6025.0375,6025.04,762,252217,,15,4.5,NA,-64.92845,-64.3316,-64.91633,-64.36335,NA
LMG00-01,1,1,6025.04,600.04,763,252234,,19,4.5,NA,-64.91637,-64.36335,-64.93333,-64.39962,NA
LMG00-01,1,1,600.04,600.0375,765,252253,,20,4.5,NA,-64.93337,-64.39962,-64.9475,-64.36073,NA
LMG00-01,1,1,600.0375,600.035,769,252316,,20,4.5,NA,-64.94748,-64.36073,-64.96267,-64.32593,NA
LMG00-01,1,1,600.035,600.0325,774,260038,,20,4.5,NA,-64.9638,-64.32082,-64.97883,-64.27938,NA
LMG00-01,1,1,600.0325,600.03,776,260058,,20,4.5,NA,-64.9788,-64.27938,-64.9915,-64.24292,NA
LMG00-01,1,1,PL.115,PL.145,786,2609,,5,4.5,NA,-64.81348,-64.9921,-64.817,-64.01433,NA
LMG00-01,1,1,PL.115,PL.145,786,260917,,20,4.5,NA,-64.80128,-64.94268,-64.8135,-64.9921,NA
LMG00-01,1,1,PL.145,PL.175,787,260945,,21,4.9,NA,-64.81695,-64.01433,-64.809,-64.06733,NA
LMG00-01,1,1,PL.175,PL.205,790,261006,,10,4.5,NA,-64.80893,-64.06733,-64.8005,-64.09848,NA
LMG00-01,1,1,PL.205,PL.235,792,261017,,14,4.8,NA,-64.80057,-64.09848,-64.78783,-64.12708,NA
LMG00-01,1,1,PL.235,PL.265,794,261032,,16,4.2,NA,-64.78782,-64.12708,-64.76783,-64.1487,NA
LMG00-01,1,1,PL.265,PL.295,795,261049,,16,4.3,NA,-64.76692,-64.1493,-64.74867,-64.12192,NA
LMG00-01,1,1,PL10.295,PL10.265,797,261148,,35,4.5,NA,-64.7348,-64.26243,-64.78233,-64.27975,NA
LMG00-01,1,1,PL10.265,PL10.235,798,261223,,30,4.5,NA,-64.78225,-64.27975,-64.82283,-64.23912,NA
LMG00-01,1,1,PL10.235,PL10.205,800,261255,,31,4.5,NA,-64.82333,-64.24,-64.85333,-64.15667,NA
LMG00-01,1,1,PL10.205,PL10.175,801,261328,,34,4.5,NA,-64.85333,-64.15667,-64.86083,-64.05333,NA
LMG00-01,1,1,PL10.175,PL10.145,803,261403,,35,4.5,NA,-64.86083,-64.05333,-64.845,-63.95117,NA
LMG00-01,1,1,PL10.145,PL10.115,804,261439,,32,4.5,NA,-64.845,-63.95117,-64.80933,-63.88333,NA
LMG01-01,101,101,E,600.04,103,101448,,31,9,NA,-64.81343,-64.04205,-64.87207,-64.19823,NA
LMG01-01,101,101,E,600.04,104,101526,,30,9,NA,-64.8745,-64.20472,-64.92687,-64.3765,NA
LMG01-01,101,101,600.04,600.05,113,102252,,30,9,NA,-64.95353,-64.45728,-64.88378,-64.54713,NA
LMG01-01,101,101,600.05,600.06,115,102333,,30,9,NA,-64.86908,-64.57203,-64.81557,-64.71402,NA
LMG01-01,101,101,600.08,600.1,136,111052,,30,9.5,NA,-64.69628,-65.03577,-64.6393,-65.17457,NA
LMG01-01,101,101,600.08,600.1,139,111125,,30,9.7,NA,-64.63825,-65.17955,-64.58095,-65.32212,NA
LMG01-01,101,101,600.1,600.11,150,111601,,30,8,NA,-64.54985,-65.31173,-64.52323,-65.4664,NA
LMG01-01,101,101,600.11,600.12,153,111642,,30,9,NA,-64.5092,-65.51152,-64.4562,-65.64897,NA
LMG01-01,101,101,600.12,600.13,164,112057,,30,9,NA,-64.4654,-65.69218,-64.39878,-65.79373,NA
LMG01-01,101,101,600.13,580.128,165,112145,,30,8.3,NA,-64.37783,-65.859,-64.44312,-65.96903,NA
LMG01-01,101,101,580.128,600.14,167,112331,,30,7,NA,-64.47233,-66.03267,-64.39257,-65.99467,NA
LMG01-01,101,101,580.128,600.14,168,120012,,25,7,NA,-64.38893,-65.99252,-64.3295,-65.94933,NA
LMG01-01,101,101,600.14,580.128,178,121022,,30,9,NA,-64.33333,-65.95517,-64.41445,-66.00185,NA
LMG01-01,101,101,600.14,580.128,179,121056,,21,9,NA,-64.41572,-66.00263,-64.467,-66.03453,NA
LMG01-01,101,101,580.128,600.15,182,121005,,30,9,NA,-64.48055,-62.03465,-64.40175,-66.07027,NA
LMG01-01,101,101,580.128,600.15,183,121045,,30,9,NA,-64.38765,-66.0749,-64.30592,-66.10107,NA
LMG01-01,101,101,600.15,600.16,186,121429,,30,9.1,NA,-64.269,-66.11272,-64.21263,-66.25587,NA
LMG01-01,101,101,600.16,600.17,197,121944,,30,9.5,NA,-64.19533,-66.24833,-64.14768,-66.4157,NA
LMG01-01,101,101,600.16,600.17,201,122023,,20,9.5,NA,-64.146,-66.42005,-64.09983,-66.53167,NA
LMG01-01,101,101,600.2,500.22,226,131458,,30,10,NA,-63.99153,-66.89785,-64.04665,-67.09293,NA
LMG01-01,101,101,600.2,500.22,227,131537,,20,10.4,NA,-64.04922,-67.10253,Bad Input: FIRE,Bad Input: ALARM,NA
LMG01-01,101,101,600.2,500.22,228,131629,,30,10,NA,-64.0913,-67.17942,-64.14687,-67.25685,NA
LMG01-01,101,101,600.2,500.22,232,131725,,30,10.5,NA,-64.19282,-67.36025,-64.26203,-67.51517,NA
LMG01-01,101,101,600.2,500.22,239,131852,,30,9.8,NA,-64.37422,-67.75348,-64.43815,-67.90855,NA
LMG01-01,101,101,600.2,500.22,240,131926,,30,10,NA,-64.44583,-67.92805,-64.49352,-68.13317,NA
LMG01-01,101,101,600.2,500.22,244,132007,,30,10,NA,-64.49352,-68.13317,-64.48983,-68.36107,NA
LMG01-01,101,101,600.2,500.22,245,132045,,30,10,NA,-64.48918,-68.38048,-64.48312,-68.55653,NA
LMG01-01,101,101,500.18,500.17,269,141026,,30,9.2,NA,-64.74117,-67.97863,-64.79603,-67.85113,NA
LMG01-01,101,101,500.17,500.16,272,141100,,30,9.7,NA,-64.80272,-67.83477,-64.86315,-67.71063,NA
LMG01-01,101,101,500.16,500.15,279,141221,,30,9.3,NA,-64.85377,-67.69627,-64.91258,-67.56602,NA
LMG01-01,101,101,500.15,500.14,283,141257,,30,9.3,NA,-64.92347,-67.54267,-64.98042,-67.40355,NA
LMG01-01,101,101,500.14,500.13,291,141619,,30,8.7,NA,-64.97517,-67.37417,-65.04158,-67.25342,NA
LMG01-01,101,101,500.13,500.12,294,141655,,30,9,NA,-65.04408,-67.24765,-65.09762,-67.11387,NA
LMG01-01,101,101,500.12,500.11,304,142110,,30,9.5,NA,-65.14933,-67.08318,-65.18,-66.91597,NA
LMG01-01,101,101,500.11,500.1,307,142145,,20,9,NA,-65.1886,-66.89447,-65.23417,-66.7765,NA
LMG01-01,101,101,500.08,500.07,326,151107,,30,9.5,NA,-65.36122,-66.45493,-65.41688,-66.30895,NA
LMG01-01,101,101,500.07,500.06,329,151141,,30,9.5,NA,-65.42257,-66.29497,-65.4763,-66.1567,NA
LMG01-01,101,101,500.06,400.04,340,151626,,30,9,NA,-65.49372,-66.14003,-65.53847,-66.27733,NA
LMG01-01,101,101,500.06,400.04,341,151703,,30,8.9,NA,-65.54868,-66.30358,-65.60352,-66.43213,NA
LMG01-01,101,101,500.06,400.04,345,151746,,30,9,NA,-65.61702,-66.48863,-65.66743,-66.62392,NA
LMG01-01,101,101,500.06,400.04,346,151824,,30,9,NA,-65.67958,-66.64428,-65.75172,-66.7703,NA
LMG01-01,101,101,440.06,420.06,350,151924,,30,10.5,NA,-65.81127,-66.90293,-65.87982,-67.0528,NA
LMG01-01,101,101,440.06,420.06,354,152007,,30,10.5,NA,-65.91057,-67.1235,-65.9699,-67.27777,NA
LMG01-01,101,101,440.06,420.06,355,152043,,30,10.5,NA,-65.97743,-67.29682,-66.0575,-67.34773,NA
LMG01-01,101,101,400.06,400.07,381,161156,,30,9.5,NA,-66.1039,-67.68717,-66.05502,-67.84383,NA
LMG01-01,101,101,400.07,400.08,385,161230,,22,9.7,NA,-66.04987,-67.85608,-66.00642,-67.96205,NA
LMG01-01,101,101,400.08,400.09,390,161403,,30,9.3,NA,-65.99455,-67.99045,-65.94092,-68.12672,NA
LMG01-01,101,101,400.09,400.1,394,161437,,30,9.4,NA,-65.93527,-68.14135,-65.87967,-68.27832,NA
LMG01-01,101,101,400.1,400.11,403,161900,,30,9.2,NA,-65.8867,-68.35683,-65.82062,-68.42783,NA
LMG01-01,101,101,400.11,400.12,406,161939,,30,10,NA,-65.81355,-68.43868,-65.7527,-68.5885,NA
LMG01-01,101,101,400.12,400.13,414,162228,,30,9,NA,-65.74372,-68.63228,-65.6799,-68.76208,NA
LMG01-01,101,101,400.13,400.14,418,162305,,30,9,NA,-65.67495,-68.77412,-65.62588,-68.89128,NA
LMG01-01,101,101,400.16,400.17,439,171220,,30,9.3,NA,-65.48388,-69.21548,-65.42947,-69.35618,NA
LMG01-01,101,101,400.17,400.18,443,171254,,30,9.1,NA,-65.42683,-69.36292,-65.36392,-69.47485,NA
LMG01-01,101,101,400.18,400.19,453,171923,,30,8.5,NA,-65.36497,-69.50015,-65.30443,-69.64813,NA
LMG01-01,101,101,400.19,400.2,457,172000,,25,10,NA,-65.29902,-69.66125,-65.24775,-69.77898,NA
LMG01-01,101,101,400.2,300.2,466,180127,,30,10,NA,-65.25885,-69.82868,-65.32243,-69.99517,NA
LMG01-01,101,101,400.2,300.2,467,180208,,30,10.5,NA,-65.33537,-70.03267,-65.39757,-70.21373,NA
LMG01-01,101,101,300.2,300.19,484,181217,,30,9,NA,-65.85282,-71.36083,-65.91148,-71.2369,NA
LMG01-01,101,101,300.19,300.18,488,181252,,20,8.9,NA,-65.91667,-71.22785,-65.96917,-71.09288,NA
LMG01-01,101,101,300.18,NET DR,491,181351,,20,2.4,NA,-65.98065,-71.077,-65.98005,-71.10823,NA
LMG01-01,101,101,300.18,300.17,496,181418,,30,8.6,NA,-65.9816,-71.11037,-66.03435,-70.9634,NA
LMG01-01,101,101,300.17,300.16,499,181457,,30,8.8,NA,-66.04483,-70.93753,-66.10273,-70.80673,NA
LMG01-01,101,101,300.16,300.15,508,181852,,30,9.2,NA,-66.10513,-70.80408,-66.16978,-70.65468,NA
LMG01-01,101,101,300.15,300.14,512,181930,,30,9.6,NA,-66.17693,-70.63743,-66.23397,-70.47045,NA
LMG01-01,101,101,300.14,NET DR,517,182016,,30,2.5,NA,-66.23937,-70.45188,-66.24865,-70.49892,NA
LMG01-01,101,101,300.14,300.13,518,182059,,30,9.5,NA,-66.25102,-70.51208,-66.30377,-70.3424,NA
LMG01-01,101,101,300.13,300.12,522,182141,,28,9.5,NA,-66.32267,-70.29905,-66.37618,-70.17458,NA
LMG01-01,101,101,300.1,300.09,542,191038,,30,9.9,NA,-66.50803,-69.85392,-66.57123,-69.70985,NA
LMG01-01,101,101,300.09,300.08,546,191112,,30,9.7,NA,-66.57473,-69.70228,-66.63238,-69.5632,NA
LMG01-01,101,101,300.07,300.06,557,191617,,30,10.1,NA,-66.61548,-69.50672,-66.69673,-69.40158,NA
LMG01-01,101,101,300.07,300.06,561,191655,,30,10.5,NA,-66.6994,-69.3953,-66.76348,-69.23823,NA
LMG01-01,101,101,300.06,300.05,571,192028,,30,10,NA,-66.75798,-69.21885,-66.8272,-69.809,NA
LMG01-01,101,101,300.05,300.04,575,192104,,28,10,NA,-66.83322,-69.06597,-66.89095,-68.92827,NA
LMG01-01,101,101,200.12,200.11,602,201258,,30,9.2,NA,-66.99423,-71.81547,-67.0491,-71.68663,NA
LMG01-01,101,101,200.11,200.1,606,201335,,30,9.2,NA,-67.0551,-71.6718,-67.12235,-71.55475,NA
LMG01-01,101,101,200.1,200.09,615,201802,,30,9.5,NA,-67.12343,-71.52043,-67.19353,-71.35812,NA
LMG01-01,101,101,200.09,200.08,619,201840,,30,9.5,NA,-67.199,-71.34527,-67.249,-71.226,NA
LMG01-01,101,101,200.08,200.07,628,202240,,30,9.5,NA,-67.23863,-71.17538,-67.32027,-71.0508,NA
LMG01-01,101,101,200.07,200.06,632,202317,,30,10,NA,-67.3228,-71.0455,-67.38022,-70.90647,NA
LMG01-01,101,101,200.04,200.03,651,210842,,30,9.5,NA,-67.5156,-70.57562,-67.57575,-70.43033,NA
LMG01-01,101,101,200.03,200.02,655,210916,,30,9.5,NA,-67.57945,-70.421,-67.63995,-70.27803,NA
LMG01-01,101,101,200.02,200.01,660,211057,,30,9.6,NA,-67.6441,-70.26075,-67.70422,-70.11815,NA
LMG01-01,101,101,200.01,200,663,211130,,30,9.5,NA,-67.70767,-70.10933,-67.77003,-69.9515,NA
LMG01-01,101,101,200.14,200.15,712,231953,,30,9,NA,-66.83382,-72.10085,-66.79002,-72.2716,NA
LMG01-01,101,101,200.15,200.16,713,232027,,30,9.2,NA,-66.78697,-72.27902,-66.72915,-72.40905,NA
LMG01-01,101,101,200.16,200.17,723,230004,,30,10,NA,-66.67395,-72.51838,-66.60575,-72.68188,NA
LMG01-01,101,101,200.17,200.18,727,230038,,15,10,NA,-66.6032,-72.68747,-66.58043,-72.73707,NA
LMG01-01,101,101,PLNS325,PNS295,774,251607,,12,4.5,NA,-64.74457,-64.12083,-64.75748,-64.14302,NA
LMG01-01,101,101,PLNS295,PNS265,777,251621,,12,5,NA,-64.7582,-64.14418,-64.77507,-64.15078,NA
LMG01-01,101,101,PLNS265,PNS235,780,251634,,11,4.5,NA,-64.77547,-64.15392,-64.78983,-64.121,NA
LMG01-01,101,101,PLNS235,PNS205,783,251645,,10,4.5,NA,-64.78983,-64.121,-64.79938,-64.09672,NA
LMG01-01,101,101,PLNS205,PNS175,786,251656,,10,4.5,NA,-64.79938,-64.09672,-64.8087,-64.06567,NA
LMG01-01,101,101,PLNS175,PNS145,789,251708,,14,5.8,NA,-64.8087,-64.06567,-64.8161,-64.0125,NA
LMG01-01,101,101,PLNS145,PNS115,792,251722,,20,5.5,NA,-64.8161,-64.0125,-64.80128,-64.94595,NA
LMG01-01,101,101,PLNS115,PNS145,796,251804,,30,5.5,NA,-64.80935,-64.87925,-64.84512,-64.94987,NA
LMG01-01,101,101,PLNS145,PNS175,799,251835,,30,5.2,NA,-64.84512,-64.94987,-64.86012,-64.05145,NA
LMG01-01,101,101,PLNS175,PNS205,802,251907,,28,4.9,NA,-64.86012,-64.05145,-64.85355,-64.154,NA
LMG01-01,101,101,PLNS205,PNS235,805,251936,,27,5.1,NA,-64.85355,-64.154,-64.8242,-64.23955,NA
LMG01-01,101,101,PLNS235,PNS265,808,252005,,29,5.6,NA,-64.8242,-64.23955,-64.78135,-64.27928,NA
LMG01-01,101,101,PLNS265,PNS295,811,252035,,31,5.4,NA,-64.78135,-64.27928,-64.73333,-64.26167,NA
LMG01-01,101,101,620.0375,620.035,816,252217,,15,5.1,NA,-64.81352,-64.08185,-64.82827,-64.03928,NA
LMG01-01,101,101,620.035,620.325,820,252233,,13,5.4,NA,-64.82827,-64.08185,-64.84182,-64.003,NA
LMG01-01,101,101,620.0325,620.03,821,252245,,14,5.8,NA,-64.84182,-64.003,-64.8566,-63.96332,NA
LMG01-01,101,101,620.03,615.03,825,252301,,31,5.3,NA,-64.85845,-63.96157,-64.89057,-64.03158,NA
LMG01-01,101,101,615.03,615.035,829,252332,,32,5.7,NA,-64.89057,-64.03158,-64.8614,-64.11108,NA
LMG01-01,101,101,615.035,615.04,833,260004,,28,5.4,NA,-64.8614,-64.11108,-64.8323,-64.19102,NA
LMG01-01,101,101,615.04,610.04,837,260034,,32,5.2,NA,-64.8323,-64.19102,-64.86572,-64.2607,NA
LMG01-01,101,101,610.04,610.035,841,260106,,32,5.2,NA,-64.86572,-64.2607,-64.89542,-64.18095,NA
LMG01-01,101,101,610.035,610.03,845,260138,,28,5.4,NA,-64.89542,-64.18095,-64.92473,-64.10192,NA
LMG01-01,101,101,6025.04,6075.04,871,260740,,28,6.3,NA,-64.9154,-64.35833,-64.88295,-64.29437,NA
LMG01-01,101,101,6075.04,675.035,873,260810,,34,4.5,NA,-64.88238,-64.2919,-64.91658,-64.20335,NA
LMG01-01,101,101,6075.035,6075.03,875,260843,,23,5.9,NA,-64.91658,-64.20335,-64.94132,-64.13558,NA
LMG01-01,101,101,6075.03,6125.03,877,260910,,31,3.6,NA,-64.94132,-64.13558,-64.90947,-64.07175,NA
LMG01-01,101,101,6125.03,6125.03,879,260940,,31,5.4,NA,-64.90947,-64.07175,-64.87855,-64.14413,NA
LMG01-01,101,101,6125.035,6125.04,881,261012,,15,5.5,NA,Bad Minutes: 6464.665,-64.1464,-64.86345,-64.18768,NA
LMG02-01,201,201,600.04,600.05,84,80836,,23,10.2,NA,-64.91713,-64.44328,-64.87433,-64.55997,NA
LMG02-01,201,201,600.05,600.06,86,80900,,25,10.1,NA,-64.87028,-64.57088,-64.82412,-64.69103,NA
LMG02-01,201,201,600.07,600.08,104,82215,,27,9.6,NA,-64.75248,-64.8906,-64.69673,-65.02228,NA
LMG02-01,201,201,600.1,600.11,124,91332,,30,10,NA,-64.57492,-65.33942,-64.51678,-65.48962,NA
LMG02-01,201,201,600.11,600.12,126,91406,,30,10.6,NA,-64.51393,-65.49695,-64.45575,-65.64725,NA
LMG02-01,201,201,600.12,600.13,135,91836,,28,9.4,NA,-64.45648,-65.6484,-64.38643,-65.79992,NA
LMG02-01,201,201,600.14,600.15,144,92341,,25,10.2,NA,-64.3244,-65.98392,-64.27375,Bad Minutes: 6660.294,NA
LMG02-01,201,201,600.15,600.16,145,100009,,28,10.1,NA,-64.26848,-66.11758,-64.21243,-66.25842,NA
LMG02-01,201,201,600.15,600.16,159,100829,,34,10.1,NA,-64.27385,-66.10438,-64.2112,-66.25917,NA
LMG02-01,201,201,600.16,600.17,160,100908,,28,10.2,NA,-64.20687,-66.2696,-64.15027,-66.41237,NA
LMG02-01,201,201,600.17,600.18,162,100942,,21,9.9,NA,-64.1464,-66.42222,-64.10322,-66.5242,NA
LMG02-01,201,201,600.18,600.19,172,101552,,32,8.7,NA,-64.0839,-66.55405,-64.0274,-66.70653,NA
LMG02-01,201,201,600.19,600.2,174,101629,,28,10,NA,-64.02347,-66.71603,-63.96845,-66.84868,NA
LMG02-01,201,201,600.2,600.21,184,102035,,27,9.6,NA,-63.95742,-66.86223,-63.90517,-67.005,NA
LMG02-01,201,201,600.21,600.22,186,102112,,30,9.6,NA,-63.9031,-67.00918,-63.84158,-67.14933,NA
LMG02-01,201,201,500.22,500.21,200,111511,,30,9,NA,-64.48273,-68.58772,-64.54427,-68.44853,NA
LMG02-01,201,201,500.21,500.2,202,111546,,30,9.4,NA,-64.54727,-68.44163,-64.609,-68.2935,NA
LMG02-01,201,201,500.2,500.19,212,112225,,27,10.4,NA,-64.62,-68.26832,-64.67887,-68.1338,NA
LMG02-01,201,201,500.19,500.18,214,112254,,26,10.2,NA,-64.68053,-68.13115,-64.74127,-67.9932,NA
LMG02-01,201,201,500.14,500.13,233,120849,,32,9.7,NA,-64.97528,-67.4136,-65.0441,-67.24857,NA
LMG02-01,201,201,500.13,500.14,235,120934,,35,9.8,NA,-65.05448,-67.23537,-64.9791,-67.4061,NA
LMG02-01,201,201,500.14,500.15,236,121017,,27,9.6,NA,-64.97467,-67.4165,-64.92002,-67.55047,NA
LMG02-01,201,201,500.15,500.16,237,121050,,26,10,NA,-64.9161,-67.56093,-64.8625,-67.69377,NA
LMG02-01,201,201,500.16,500.15,242,121303,,30,9.8,NA,-64.86565,-67.6793,-64.93182,-67.52845,NA
LMG02-01,201,201,500.15,500.14,243,121337,,24,10,NA,-64.93518,-67.52072,-64.98435,-67.39717,NA
LMG02-01,201,201,500.14,500.13,248,121523,,30,10,NA,-64.98965,-67.38252,-65.05475,-67.22647,NA
LMG02-01,201,201,500.13,500.12,249,121557,,25,10.2,NA,-65.06157,-67.20883,-65.11,-67.08483,NA
LMG02-01,201,201,500.12,500.11,258,121945,,31,10.5,NA,-65.0979,-67.10222,-65.1676,-66.94667,NA
LMG02-01,201,201,500.11,500.1,260,122023,,30,10.5,NA,-65.1738,-66.93195,-64.23173,-66.77527,NA
LMG02-01,201,201,500.1,500.09,271,130020,,20,10.4,NA,-65.24912,-66.73342,-65.29252,-66.62668,NA
LMG02-01,201,201,500.09,500.08,273,130043,,29,10.5,NA,-65.29495,-66.62075,-65.35703,-66.46433,NA
LMG02-01,201,201,500.08,500.07,287,130939,,32,10,NA,-65.35725,-66.45355,-65.42478,-66.29407,NA
LMG02-01,201,201,500.07,500.06,288,131015,,25,10,NA,-65.42783,-66.28545,-65.4781,-66.14983,NA
LMG02-01,201,201,550,NET DR,299,131805,,25,2.4,NA,-65.376,-65.019,-65.37372,-64.97483,NA
LMG02-01,201,201,550,FRCH PASS,300,132100,,30,9.5,NA,-65.13365,-64.49462,-65.17192,-64.33258,NA
LMG02-01,201,201,THROUGH,PASSAGE,302,132138,,30,8.2,NA,-65.17457,-64.32135,-65.205,-64.20167,NA
LMG02-01,201,201,SOUTH,WIND,303,131330,,30,10.1,NA,-65.3215,-65.88862,-65.29825,-65.67358,NA
LMG02-01,201,201,400.04,400.05,317,150242,,23,9.1,NA,-66.23128,-67.38668,-66.1897,-67.5005,NA
LMG02-01,201,201,400.06,400.07,327,150935,,35,8.6,NA,-66.12747,-67.66495,-66.06933,-67.80685,NA
LMG02-01,201,201,400.07,400.08,329,151014,,35,8.2,NA,-66.00395,-67.97087,-66.06477,-67.81933,NA
LMG02-01,201,201,400.08,400.09,339,151433,,21,10.1,NA,-65.99147,-68.04035,-65.94437,-68.12737,NA
LMG02-01,201,201,400.09,400.1,341,151459,,32,9.3,NA,-65.93908,-68.13995,-65.87872,-68.28172,NA
LMG02-01,201,201,400.1,400.11,350,151842,,30,9.5,NA,-65.87757,-68.31682,-65.81932,-68.43452,NA
LMG02-01,201,201,400.11,400.12,354,151914,,33,9.3,NA,-65.81448,-68.44348,-65.75227,-68.59078,NA
LMG02-01,201,201,400.12,400.13,361,152348,,22,10,NA,-65.73097,-68.66625,-65.68653,-68.74867,NA
LMG02-01,201,201,400.13,400.14,363,160012,,30,9.5,NA,-65.6812,-68.7618,-65.62542,-68.89675,NA
LMG02-01,201,201,400.16,400.17,382,161046,,34,9.5,NA,-65.49607,-69.19958,-65.43365,-69.34988,NA
LMG02-01,201,201,400.17,400.18,384,161125,,28,9.8,NA,-65.42913,-69.36015,-65.3683,-69.50128,NA
LMG02-01,201,201,400.18,400.19,394,161715,,30,9.1,NA,-65.3541,-69.53067,-65.3037,-69.65158,NA
LMG02-01,201,201,400.19,400.2,396,161746,,30,9.3,NA,-65.29932,-69.66175,-65.2429,-69.79112,NA
LMG02-01,201,201,300.2,300.19,415,171213,,32,9.6,NA,-65.85083,-71.38568,-65.91548,-71.2338,NA
LMG02-01,201,201,300.19,300.18,417,171255,,29,9.8,NA,-65.91775,-71.2287,-65.97953,-71.08618,NA
LMG02-01,201,201,300.18,300.17,426,171708,,39,8.8,NA,-65.96917,-71.05433,-66.0487,-70.9308,NA
LMG02-01,201,201,300.17,300.16,428,171750,,30,9.5,NA,-66.05165,-70.92513,-66.1125,-70.789,NA
LMG02-01,201,201,300.16,300.15,437,172205,,32,9.8,NA,-66.1171,-70.75887,-66.17927,-70.63228,NA
LMG02-01,201,201,200,200.01,468,201350,,42,7.9,NA,-67.77388,-69.94298,-67.70765,-70.10405,NA
LMG02-01,201,201,200.01,200.02,470,201439,,36,7.5,NA,-67.70417,-70.11163,-67.64317,-70.26683,NA
LMG02-01,201,201,200.02,200.03,479,201928,,29,9.1,NA,-67.6254,-70.27817,-67.57385,-70.43688,NA
LMG02-01,201,201,200.03,200.04,483,202000,,31,9.4,NA,-67.57152,-70.44288,-67.51352,-70.58518,NA
LMG02-01,201,201,300.04,300.05,498,211009,,34,9.6,NA,-66.89132,-68.92552,-66.82682,-69.08112,NA
LMG02-01,201,201,300.05,300.06,500,211047,,30,9.5,NA,-66.82198,-69.09222,-66.7649,-69.24078,NA
LMG02-01,201,201,300.06,300.07,510,211459,,25,9.8,NA,-66.7175,-69.34743,-66.67322,-69.46198,NA
LMG02-01,201,201,300.08,300.09,520,211903,,25,10,NA,-66.61775,-69.593,-66.57145,-69.7125,NA
LMG02-01,201,201,300.09,300.1,522,211932,,30,10,NA,-66.56788,-69.72118,-66.50785,-69.86085,NA
LMG02-01,201,201,200.06,200.07,540,221054,,27,10,NA,-67.37383,-70.91848,-67.3164,-71.06055,NA
LMG02-01,201,201,200.07,200.08,542,221126,,29,10,NA,-67.30983,-71.07418,-67.24783,-71.21692,NA
LMG02-01,201,201,200.08,200.09,550,221549,,23,10,NA,-67.23282,-71.27857,-67.18248,-71.37627,NA
LMG02-01,201,201,200.09,200.1,552,221617,,29,9.8,NA,-67.1778,-71.3872,-67.10992,-71.5292,NA
