studyName,"Event Number",Cruise,"Count Minute (min)",Species,Number,Linkages,Behavior,Direction,Notes
PD93-01,356,9301,14,BBAL,1,0,2,NULL,NULL
PD93-01,356,9301,14,SPSK,1,0,1,NULL,NULL
PD93-01,356,9301,16,SPSK,1,0,1,NULL,NULL
PD93-01,356,9301,16,BBAL,1,0,1,NULL,NULL
PD93-01,356,9301,17,BBAL,1,0,2,NULL,NULL
PD93-01,356,9301,17,WISP,1,0,2,NULL,NULL
PD93-01,356,9301,18,BBAL,1,0,2,NULL,NULL
PD93-01,356,9301,21,WISP,1,0,2,NULL,NULL
PD93-01,356,9301,23,SPSK,1,0,1,NULL,NULL
PD93-01,356,9301,26,BBAL,1,0,2,NULL,NULL
PD93-01,356,9301,29,BBAL,1,0,2,NULL,NULL
PD93-01,362,9301,01,SOFU,1,0,2,NULL,NULL
PD93-01,362,9301,03,WISP,1,0,1,NULL,NULL
PD93-01,362,9301,12,SPSK,1,0,6,NULL,NULL
PD93-01,362,9301,15,BBAL,2,0,2,NULL,NULL
PD93-01,362,9301,16,SPSK,1,0,6,NULL,NULL
PD93-01,362,9301,19,WISP,3,0,2,NULL,NULL
PD93-01,362,9301,21,WISP,2,0,2,NULL,NULL
PD93-01,362,9301,23,WISP,1,0,1,NULL,NULL
PD93-01,362,9301,24,WISP,1,0,1,NULL,NULL
PD93-01,362,9301,26,BBAL,1,0,2,NULL,NULL
PD93-01,362,9301,27,WISP,2,0,2,NULL,NULL
PD93-01,366,9301,07,BBAL,1,0,1,NULL,NULL
PD93-01,366,9301,23,WISP,1,0,1,NULL,NULL
PD93-01,380,9301,11,WISP,1,0,2,NULL,NULL
PD93-01,380,9301,13,WISP,2,0,2,NULL,NULL
PD93-01,380,9301,15,WISP,1,0,2,NULL,NULL
PD93-01,380,9301,16,WISP,1,0,6,NULL,NULL
PD93-01,380,9301,17,GIPE,1,0,1,NULL,NULL
PD93-01,380,9301,27,BBSP,1,0,2,NULL,NULL
PD93-01,380,9301,29,GIPE,1,0,1,NULL,"WHITE PHASE"
PD93-01,384,9301,11,WISP,1,0,1,NULL,NULL
PD93-01,388,9301,09,BBAL,1,0,1,NULL,NULL
PD93-01,388,9301,11,CAPE,2,0,0,NULL,NULL
PD93-01,392,9301,01,BBAL,1,0,2,NULL,NULL
PD93-01,392,9301,01,BBAL,1,0,2,NULL,NULL
PD93-01,396,9301,04,GIPE,1,0,2,NULL,NULL
PD93-01,396,9301,10,BBSP,1,0,1,NULL,NULL
PD93-01,396,9301,21,BBAL,1,0,1,NULL,NULL
PD93-01,396,9301,24,BBAL,1,0,1,NULL,NULL
PD93-01,402,9301,16,CAPE,1,0,0,NULL,NULL
PD93-01,402,9301,21,WISP,1,0,2,NULL,NULL
PD93-01,402,9301,23,WISP,1,0,6,NULL,NULL
PD93-01,402,9301,27,SPSK,1,0,1,NULL,NULL
PD93-01,402,9301,28,WISP,1,0,2,NULL,NULL
PD93-01,406,9301,01,WISP,2,0,6,NULL,NULL
PD93-01,406,9301,03,CAPE,1,0,0,NULL,NULL
PD93-01,406,9301,04,WISP,2,0,6,NULL,NULL
PD93-01,406,9301,05,SOFU,1,0,0,NULL,NULL
PD93-01,406,9301,06,WISP,2,0,6,NULL,NULL
PD93-01,406,9301,07,WISP,1,0,6,NULL,NULL
PD93-01,406,9301,11,SOFU,1,0,2,NULL,NULL
PD93-01,406,9301,12,WISP,4,0,6,NULL,NULL
PD93-01,406,9301,14,BBAL,1,0,1,NULL,NULL
PD93-01,406,9301,17,WISP,2,0,6,NULL,NULL
PD93-01,406,9301,18,SOFU,1,0,6,NULL,NULL
PD93-01,406,9301,22,WISP,3,0,6,NULL,NULL
PD93-01,406,9301,26,WISP,1,0,6,NULL,NULL
PD93-01,406,9301,30,CAPE,2,0,0,NULL,NULL
PD93-01,412,9301,00,CAPE,12,0,0,NULL,STERN
PD93-01,412,9301,01,GIPE,1,0,1,NULL,NULL
PD93-01,412,9301,01,WISP,5,0,2,NULL,NULL
PD93-01,412,9301,01,WISP,2,0,2,NULL,NULL
PD93-01,412,9301,02,WISP,2,0,2,NULL,NULL
PD93-01,412,9301,03,WISP,2,0,2,NULL,NULL
PD93-01,412,9301,04,WISP,2,0,2,NULL,NULL
PD93-01,412,9301,04,WISP,3,0,2,NULL,NULL
PD93-01,412,9301,05,BBAL,2,0,1,NULL,NULL
PD93-01,412,9301,05,BBSP,2,0,2,NULL,NULL
PD93-01,412,9301,05,WISP,1,0,2,NULL,NULL
PD93-01,412,9301,09,WISP,1,0,1,NULL,NULL
PD93-01,412,9301,10,BBAL,1,0,2,NULL,NULL
PD93-01,412,9301,13,WISP,2,0,1,NULL,NULL
PD93-01,412,9301,13,WISP,2,0,2,NULL,NULL
PD93-01,412,9301,16,WISP,3,0,2,NULL,NULL
PD93-01,412,9301,17,WISP,1,0,1,NULL,NULL
PD93-01,412,9301,17,BBAL,1,0,1,NULL,NULL
PD93-01,412,9301,17,WISP,2,0,2,NULL,NULL
PD93-01,412,9301,19,WISP,1,0,1,NULL,NULL
PD93-01,412,9301,19,WISP,1,0,1,NULL,NULL
PD93-01,412,9301,21,WISP,1,0,6,NULL,"DROPS TO WATER AND DABBLES"
PD93-01,412,9301,22,SOFU,2,0,1,NULL,NULL
PD93-01,412,9301,23,SOFU,1,0,1,NULL,NULL
PD93-01,412,9301,23,BBAL,1,0,1,NULL,NULL
PD93-01,412,9301,23,WISP,1,0,2,NULL,NULL
PD93-01,412,9301,24,WISP,1,0,2,NULL,NULL
PD93-01,412,9301,24,WISP,1,0,1,NULL,NULL
PD93-01,412,9301,25,SOFU,1,0,0,NULL,NULL
PD93-01,412,9301,25,BBAL,1,0,2,NULL,NULL
PD93-01,412,9301,26,GIPE,1,0,1,NULL,NULL
PD93-01,412,9301,26,WISP,1,0,2,NULL,NULL
PD93-01,412,9301,26,SOFU,1,0,2,NULL,NULL
PD93-01,412,9301,29,WISP,1,0,2,NULL,NULL
PD93-01,412,9301,29,BBSP,1,0,2,NULL,NULL
PD93-01,412,9301,29,SOFU,1,0,1,NULL,NULL
PD93-01,412,9301,30,CAPE,11,0,0,NULL,STERN
PD93-01,412,9301,30,BBAL,1,0,0,NULL,NULL
PD93-01,417,9301,00,CAPE,12,0,0,NULL,STERN
PD93-01,417,9301,01,WISP,5,0,2,NULL,NULL
PD93-01,417,9301,03,SPSK,2,0,2,NULL,NULL
PD93-01,417,9301,05,BBAL,1,0,1,NULL,NULL
PD93-01,417,9301,07,WISP,3,0,2,NULL,NULL
PD93-01,417,9301,09,GIPE,1,0,1,NULL,NULL
PD93-01,417,9301,11,WISP,1,0,1,NULL,NULL
PD93-01,417,9301,12,WISP,1,0,2,NULL,NULL
PD93-01,417,9301,14,WISP,1,0,2,NULL,NULL
PD93-01,417,9301,16,WISP,2,0,1,NULL,NULL
PD93-01,417,9301,19,SOFU,1,0,1,NULL,NULL
PD93-01,417,9301,22,WISP,1,0,1,NULL,NULL
PD93-01,417,9301,23,WISP,1,0,2,NULL,NULL
PD93-01,417,9301,23,BBAL,1,0,1,NULL,NULL
PD93-01,417,9301,24,WISP,1,0,2,NULL,NULL
PD93-01,417,9301,26,BBAL,1,0,1,NULL,NULL
PD93-01,417,9301,26,WISP,1,0,2,NULL,NULL
PD93-01,417,9301,26,WISP,1,0,1,NULL,NULL
PD93-01,417,9301,27,WISP,1,0,1,NULL,NULL
PD93-01,417,9301,30,GIPE,1,0,0,NULL,NULL
PD93-01,417,9301,30,CAPE,12,0,0,NULL,NULL
PD93-01,423,9301,00,CAPE,20,0,0,NULL,STERN
PD93-01,423,9301,00,BBAL,1,0,0,NULL,NULL
PD93-01,423,9301,00,SOFU,2,0,0,NULL,NULL
PD93-01,423,9301,02,BBAL,1,0,1,NULL,NULL
PD93-01,423,9301,05,WISP,1,0,2,NULL,NULL
PD93-01,423,9301,08,BBAL,1,0,1,NULL,"PROBABLY SHIP FOLLOWER"
PD93-01,423,9301,11,BBAL,3,0,1,NULL,NULL
PD93-01,423,9301,12,BBAL,1,0,1,NULL,NULL
PD93-01,423,9301,13,BBAL,1,0,1,NULL,NULL
PD93-01,423,9301,16,WISP,1,0,6,NULL,NULL
PD93-01,423,9301,18,WISP,1,0,2,NULL,NULL
PD93-01,423,9301,21,BBAL,1,0,1,NULL,NULL
PD93-01,423,9301,22,BBAL,2,0,1,NULL,NULL
PD93-01,423,9301,22,WISP,1,0,2,NULL,NULL
PD93-01,423,9301,25,BBAL,1,0,1,NULL,NULL
PD93-01,423,9301,26,BBAL,1,0,1,NULL,NULL
PD93-01,423,9301,27,BBAL,1,0,1,NULL,NULL
PD93-01,423,9301,30,CAPE,18,0,0,NULL,STERN
PD93-01,423,9301,30,SOFU,1,0,0,NULL,NULL
PD93-01,434,9301,04,GIPE,1,0,2,NULL,NULL
PD93-01,434,9301,18,BBAL,1,0,2,NULL,NULL
PD93-01,438,9301,06,BBAL,1,0,2,NULL,NULL
PD93-01,438,9301,09,WISP,1,0,1,NULL,NULL
PD93-01,438,9301,11,SPSK,1,0,6,NULL,NULL
PD93-01,438,9301,13,SPSK,1,0,2,NULL,NULL
PD93-01,438,9301,15,SPSK,1,0,1,NULL,NULL
PD93-01,438,9301,16,SPSK,2,0,2,NULL,NULL
PD93-01,438,9301,21,BBAL,1,0,2,NULL,NULL
PD93-01,438,9301,22,WISP,3,0,1,NULL,NULL
PD93-01,438,9301,26,SPSK,3,0,1,NULL,NULL
PD93-01,438,9301,28,SPSK,6,0,6,NULL,NULL
PD93-01,438,9301,28,SPSK,6,0,6,NULL,NULL
PD93-01,445,9301,01,SPSK,7,0,2,NULL,NULL
PD93-01,445,9301,01,WISP,1,0,1,NULL,NULL
PD93-01,445,9301,02,ANTE,2,0,1,NULL,NULL
PD93-01,445,9301,03,WISP,1,0,2,NULL,NULL
PD93-01,445,9301,03,SPSK,3,0,3,NULL,NULL
PD93-01,445,9301,05,SPSK,1,0,1,NULL,NULL
PD93-01,445,9301,07,SPSK,3,0,2,NULL,NULL
PD93-01,445,9301,08,SPSK,2,0,6,NULL,NULL
PD93-01,445,9301,11,SPSK,2,0,1,NULL,NULL
PD93-01,445,9301,14,SPSK,1,0,2,NULL,NULL
PD93-01,445,9301,15,SPSK,1,0,1,NULL,NULL
PD93-01,445,9301,25,WISP,2,0,1,NULL,NULL
PD93-01,445,9301,29,WISP,1,0,1,NULL,NULL
PD93-01,452,9301,02,LESE,1,0,3,NULL,"LEOPARD SEAL"
PD93-01,452,9301,02,SPSK,1,0,1,NULL,NULL
PD93-01,452,9301,06,ADPE,1,0,6,NULL,"PEERING AND DIVING"
PD93-01,452,9301,06,SPSK,1,0,1,NULL,"S/SW HEADING"
PD93-01,452,9301,11,SPSK,1,0,1,NULL,"S/SW HEADING"
PD93-01,452,9301,12,SPSK,1,0,1,NULL,"S/SW HEADING"
PD93-01,452,9301,12,SPSK,1,0,1,NULL,"S/SW HEADING"
PD93-01,452,9301,13,SPSK,1,0,1,NULL,"S/SW HEADING"
PD93-01,452,9301,13,SPSK,1,0,1,NULL,"S/SW HEADING"
PD93-01,452,9301,14,SPSK,1,0,1,NULL,"N/NE DIR"
PD93-01,452,9301,17,SPSK,1,0,1,NULL,"S/SW DIR"
PD93-01,452,9301,18,SPSK,2,0,1,NULL,"N/NE DIR"
PD93-01,452,9301,18,SPSK,1,0,2,NULL,"N/NE DIR"
PD93-01,452,9301,19,WISP,1,0,1,NULL,NULL
PD93-01,452,9301,20,SPSK,1,0,1,NULL,N/NE
PD93-01,452,9301,20,SPSK,1,0,1,NULL,S/SW
PD93-01,452,9301,20,SPSK,3,0,1,NULL,S/SW
PD93-01,452,9301,21,SPSK,2,0,1,NULL,S/SW
PD93-01,452,9301,21,SPSK,1,0,2,NULL,N/NE
PD93-01,452,9301,22,WISP,2,0,6,NULL,NULL
PD93-01,452,9301,24,SPSK,1,0,2,NULL,NULL
PD93-01,452,9301,24,SPSK,1,0,1,NULL,NULL
PD93-01,452,9301,25,WISP,2,0,2,NULL,NULL
PD93-01,452,9301,27,SPSK,2,0,1,NULL,NULL
PD93-01,462,9301,01,BBAL,1,0,1,NULL,NULL
PD93-01,462,9301,01,WISP,1,0,2,NULL,NULL
PD93-01,462,9301,05,GIPE,1,0,1,NULL,NULL
PD93-01,462,9301,06,WISP,1,0,1,NULL,NULL
PD93-01,462,9301,06,WISP,1,0,2,NULL,NULL
PD93-01,462,9301,06,SPSK,1,0,1,NULL,NULL
PD93-01,462,9301,07,SPSK,1,0,2,NULL,NULL
PD93-01,462,9301,09,SPSK,3,0,2,NULL,NULL
PD93-01,462,9301,10,WISP,1,0,2,NULL,NULL
PD93-01,462,9301,10,SPSK,1,0,1,NULL,NULL
PD93-01,462,9301,11,SPSK,1,0,2,NULL,NULL
PD93-01,462,9301,12,WISP,1,0,2,NULL,NULL
PD93-01,462,9301,12,SPSK,1,0,2,NULL,NULL
PD93-01,462,9301,12,BBAL,1,0,1,NULL,NULL
PD93-01,462,9301,14,WISP,1,0,2,NULL,NULL
PD93-01,462,9301,14,WISP,1,0,2,NULL,NULL
PD93-01,462,9301,17,BBAL,1,0,2,NULL,NULL
PD93-01,462,9301,17,WISP,1,0,2,NULL,NULL
PD93-01,462,9301,19,GIPE,1,0,1,NULL,NULL
PD93-01,462,9301,21,SPSK,1,0,2,NULL,NULL
PD93-01,462,9301,22,SPSK,1,0,1,NULL,NULL
PD93-01,462,9301,22,BBAL,1,0,1,NULL,NULL
PD93-01,462,9301,23,SPSK,1,0,1,NULL,NULL
PD93-01,462,9301,24,WISP,1,0,1,NULL,NULL
PD93-01,462,9301,24,SPSK,1,0,2,NULL,NULL
PD93-01,462,9301,26,SPSK,1,0,1,NULL,NULL
PD93-01,462,9301,27,WISP,2,0,1,NULL,NULL
PD93-01,462,9301,29,WISP,1,0,6,NULL,NULL
PD93-01,466,9301,01,BBAL,1,0,1,NULL,NULL
PD93-01,466,9301,01,WISP,2,0,2,NULL,NULL
PD93-01,466,9301,02,WISP,2,0,2,NULL,NULL
PD93-01,466,9301,04,WISP,1,0,1,NULL,NULL
PD93-01,466,9301,07,WISP,1,0,1,NULL,NULL
PD93-01,466,9301,07,BBAL,1,0,1,NULL,NULL
PD93-01,466,9301,10,SPSK,1,0,2,NULL,NULL
PD93-01,466,9301,10,SPSK,1,0,1,NULL,NULL
PD93-01,466,9301,11,WISP,1,0,1,NULL,NULL
PD93-01,466,9301,11,GIPE,1,0,1,NULL,NULL
PD93-01,466,9301,12,BBAL,1,0,1,NULL,NULL
PD93-01,466,9301,13,BBAL,1,0,2,NULL,NULL
PD93-01,466,9301,14,BBAL,1,0,0,NULL,NULL
PD93-01,466,9301,15,BBAL,1,0,2,NULL,NULL
PD93-01,466,9301,16,WISP,2,0,1,NULL,NULL
PD93-01,466,9301,18,BBAL,1,0,1,NULL,NULL
PD93-01,466,9301,20,BBAL,1,0,1,NULL,NULL
PD93-01,466,9301,21,BBAL,1,0,2,NULL,NULL
PD93-01,466,9301,25,BBAL,2,0,2,NULL,NULL
PD93-01,466,9301,29,BBAL,1,0,1,NULL,NULL
PD93-01,466,9301,30,WISP,1,0,0,NULL,STERN
PD93-01,466,9301,30,BBAL,1,0,0,NULL,NULL
PD93-01,477,9301,01,BBAL,1,0,1,NULL,NULL
PD93-01,477,9301,03,WISP,1,0,1,NULL,NULL
PD93-01,477,9301,04,BBAL,1,0,2,NULL,NULL
PD93-01,477,9301,05,BBAL,1,0,2,NULL,NULL
PD93-01,477,9301,08,WISP,1,0,2,NULL,NULL
PD93-01,477,9301,14,SPSK,1,0,1,NULL,NULL
PD93-01,477,9301,17,WISP,2,0,1,NULL,NULL
PD93-01,477,9301,17,WISP,1,0,1,NULL,NULL
PD93-01,477,9301,26,WISP,1,0,2,NULL,NULL
PD93-01,477,9301,29,BBAL,1,0,2,NULL,NULL
PD93-01,477,9301,29,BBAL,1,0,2,NULL,NULL
PD93-01,477,9301,29,SPSK,1,0,2,NULL,NULL
PD93-01,480,9301,01,GHAL,1,0,1,NULL,NULL
PD93-01,480,9301,04,WISP,2,0,1,NULL,NULL
PD93-01,480,9301,05,WISP,1,0,2,NULL,NULL
PD93-01,480,9301,08,WISP,1,0,2,NULL,NULL
PD93-01,480,9301,09,WISP,1,0,1,NULL,NULL
PD93-01,480,9301,10,WISP,1,0,2,NULL,NULL
PD93-01,480,9301,17,WISP,1,0,1,NULL,NULL
PD93-01,480,9301,23,WISP,1,0,2,NULL,NULL
PD93-01,480,9301,24,WISP,1,0,1,NULL,NULL
PD93-01,480,9301,24,BBAL,1,0,1,NULL,NULL
PD93-01,480,9301,26,WISP,1,0,2,NULL,NULL
PD93-01,486,9301,01,SPSK,1,0,1,NULL,NULL
PD93-01,486,9301,06,WISP,1,0,2,NULL,NULL
PD93-01,486,9301,09,WISP,1,0,2,NULL,NULL
PD93-01,486,9301,23,WISP,1,0,1,NULL,NULL
PD93-01,495,9301,04,WISP,1,0,1,NULL,NULL
PD93-01,495,9301,05,CHPE,1,0,6,NULL,NULL
PD93-01,495,9301,09,CHPE,2,0,6,NULL,NULL
PD93-01,495,9301,10,CHPE,2,0,6,NULL,NULL
PD93-01,495,9301,10,WISP,1,0,1,NULL,NULL
PD93-01,495,9301,14,GIPE,1,0,1,NULL,NULL
PD93-01,495,9301,24,CAPE,1,0,0,NULL,NULL
PD93-01,495,9301,29,GIPE,1,0,2,NULL,NULL
PD93-01,498,9301,00,SPSK,1,0,1,NULL,STERN
PD93-01,498,9301,01,SPSK,1,0,2,NULL,NULL
PD93-01,498,9301,03,SPSK,1,0,2,NULL,NULL
PD93-01,498,9301,05,GIPE,1,0,2,NULL,NULL
PD93-01,507,9301,01,GIPE,1,0,1,NULL,NULL
PD93-01,507,9301,02,SPSK,1,0,1,NULL,"S/SW HEADING"
PD93-01,507,9301,03,SPSK,3,0,1,NULL,"S/SW HEADING"
PD93-01,507,9301,04,KEGU,2,0,1,NULL,NULL
PD93-01,507,9301,06,SPSK,2,0,1,NULL,"S/SW HEADING"
PD93-01,507,9301,07,SPSK,1,0,1,NULL,"N/NE HEADING"
PD93-01,507,9301,07,WISP,2,0,2,NULL,NULL
PD93-01,507,9301,10,WISP,1,0,2,NULL,NULL
PD93-01,507,9301,10,SPSK,1,0,1,NULL,NULL
PD93-01,507,9301,11,SPSK,3,0,1,NULL,S/SW
PD93-01,507,9301,11,GIPE,1,0,1,NULL,NULL
PD93-01,507,9301,12,SPSK,2,0,1,NULL,S/SW
PD93-01,507,9301,12,SPSK,1,0,1,NULL,S/SW
PD93-01,507,9301,12,SPSK,3,0,1,NULL,S/SW
PD93-01,507,9301,14,WISP,2,0,1,NULL,NULL
PD93-01,507,9301,15,SPSK,2,0,1,NULL,S/SW
PD93-01,507,9301,17,WISP,1,0,2,NULL,NULL
PD93-01,507,9301,17,GIPE,2,0,2,NULL,NULL
PD93-01,507,9301,18,SPSK,1,0,6,NULL,"S/SW, LANDS ON WATER"
PD93-01,507,9301,19,SPSK,1,0,1,NULL,N/NE
PD93-01,507,9301,20,SPSK,1,0,1,NULL,S/SW
PD93-01,507,9301,22,GIPE,1,0,6,NULL,"ON WATER"
PD93-01,507,9301,22,WISP,15,0,6,NULL,NULL
PD93-01,507,9301,24,SPSK,2,0,1,NULL,S/SW
PD93-01,507,9301,25,SPSK,4,0,2,NULL,NULL
PD93-01,507,9301,25,WISP,4,0,2,NULL,NULL
PD93-01,507,9301,25,SPSK,7,0,2,NULL,NULL
PD93-01,507,9301,27,SPSK,1,0,1,NULL,NULL
PD93-01,507,9301,27,SPSK,2,0,2,NULL,NULL
PD93-01,507,9301,27,WISP,5,0,2,NULL,NULL
PD93-01,507,9301,28,WISP,2,0,2,NULL,NULL
PD93-01,507,9301,28,SPSK,1,0,1,NULL,N/NE
PD93-01,507,9301,29,WISP,2,0,6,NULL,NULL
PD93-01,514,9301,01,WISP,2,0,2,NULL,NULL
PD93-01,514,9301,02,WISP,2,0,1,NULL,NULL
PD93-01,514,9301,02,SPSK,2,0,1,NULL,S/SW
PD93-01,514,9301,03,WISP,2,0,1,NULL,NULL
PD93-01,514,9301,12,WISP,1,0,6,NULL,"ON WATER"
PD93-01,514,9301,12,WISP,2,0,1,NULL,NULL
PD93-01,514,9301,15,WISP,1,0,6,NULL,"ON WATER"
PD93-01,514,9301,16,WISP,1,0,1,NULL,NULL
PD93-01,514,9301,19,WISP,1,0,1,NULL,NULL
PD93-01,514,9301,22,WISP,1,0,1,NULL,NULL
PD93-01,523,9301,02,WISP,1,0,2,NULL,NULL
PD93-01,523,9301,03,GIPE,1,0,1,NULL,NULL
PD93-01,523,9301,03,WISP,3,0,2,NULL,NULL
PD93-01,523,9301,04,WISP,1,0,2,NULL,NULL
PD93-01,523,9301,05,WISP,7,0,2,NULL,NULL
PD93-01,523,9301,06,WISP,1,0,1,NULL,NULL
PD93-01,523,9301,07,GIPE,2,0,1,NULL,NULL
PD93-01,523,9301,07,WISP,4,0,2,NULL,NULL
PD93-01,523,9301,08,WISP,3,0,1,NULL,NULL
PD93-01,523,9301,09,WISP,1,0,6,NULL,NULL
PD93-01,523,9301,11,WISP,1,0,2,NULL,NULL
PD93-01,523,9301,13,SPSK,1,0,3,NULL,"LANDS ON WATER, NO FOOD"
PD93-01,523,9301,14,WISP,1,0,2,NULL,NULL
PD93-01,523,9301,16,SPSK,1,0,1,NULL,NULL
PD93-01,523,9301,16,SPSK,1,0,3,NULL,"LANDS ON WATER, NO FOOD"
PD93-01,523,9301,17,SPSK,1,0,3,NULL,"LANDS ON WATER, NO FOOD"
PD93-01,523,9301,17,SPSK,1,0,1,NULL,NULL
PD93-01,523,9301,19,SPSK,1,0,3,NULL,"LANDS ON WATER, NO FOOD"
PD93-01,523,9301,21,SPSK,1,0,1,NULL,NULL
PD93-01,533,9301,01,SPSK,1,0,1,NULL,"N/NE HEADING"
PD93-01,533,9301,01,WISP,2,0,2,NULL,NULL
PD93-01,533,9301,02,MIWH,1,0,5,NULL,"MINKE 50 M OFF BOW"
PD93-01,533,9301,06,SPSK,1,0,1,NULL,"N/NE HEADING"
PD93-01,533,9301,06,BBAL,1,0,1,NULL,NULL
PD93-01,533,9301,07,SPSK,1,0,1,NULL,"S/SW HEADING"
PD93-01,533,9301,10,WISP,1,0,6,NULL,"LANDS ON WATER"
PD93-01,533,9301,12,WISP,1,0,1,NULL,NULL
PD93-01,533,9301,13,WISP,1,0,2,NULL,NULL
PD93-01,533,9301,18,WISP,1,0,1,NULL,NULL
PD93-01,533,9301,19,WISP,1,0,1,NULL,NULL
PD93-01,533,9301,21,WISP,1,0,2,NULL,NULL
PD93-01,533,9301,23,WISP,1,0,2,NULL,NULL
PD93-01,533,9301,26,WISP,1,0,1,NULL,NULL
PD93-01,537,9301,09,BBAL,1,0,1,NULL,NULL
PD93-01,537,9301,14,BBAL,1,0,2,NULL,NULL
PD93-01,537,9301,15,WISP,1,0,1,NULL,NULL
PD93-01,537,9301,20,CHPE,2,0,6,NULL,NULL
PD93-01,537,9301,22,WISP,2,0,1,NULL,NULL
PD93-01,537,9301,28,GIPE,1,0,1,NULL,NULL
PD93-01,547,9301,03,WISP,1,0,1,NULL,NULL
PD93-01,547,9301,04,GIPE,1,0,1,NULL,NULL
PD93-01,547,9301,05,WISP,1,0,1,NULL,NULL
PD93-01,547,9301,07,WISP,1,0,1,NULL,NULL
PD93-01,547,9301,09,WISP,1,0,1,NULL,NULL
PD93-01,547,9301,10,SPSK,1,0,1,NULL,NULL
PD93-01,547,9301,13,GIPE,1,0,1,NULL,NULL
PD93-01,547,9301,18,CHPE,1,0,6,NULL,NULL
PD93-01,547,9301,24,WISP,3,0,1,NULL,NULL
PD93-01,547,9301,25,BBAL,1,0,1,NULL,NULL
PD93-01,547,9301,26,CHPE,2,0,6,NULL,NULL
PD93-01,553,9301,03,WISP,1,0,1,NULL,NULL
PD93-01,553,9301,04,SPSK,1,0,1,NULL,NULL
PD93-01,553,9301,05,WISP,1,0,1,NULL,NULL
PD93-01,553,9301,11,WISP,1,0,1,NULL,NULL
PD93-01,553,9301,12,CHPE,2,0,5,NULL,NULL
PD93-01,553,9301,18,WISP,2,0,1,NULL,NULL
PD93-01,553,9301,19,BBAL,1,0,1,NULL,NULL
PD93-01,553,9301,20,BBAL,1,0,2,NULL,NULL
PD93-01,553,9301,22,WISP,2,0,1,NULL,NULL
PD93-01,553,9301,23,SPSK,1,0,1,NULL,NULL
PD93-01,561,9301,28,WISP,1,0,1,NULL,NULL
PD93-01,561,9301,28,WISP,1,0,1,NULL,NULL
PD93-01,571,9301,02,BBAL,1,0,1,NULL,NULL
PD93-01,571,9301,04,WISP,1,0,2,NULL,NULL
PD93-01,571,9301,08,WISP,1,0,1,NULL,NULL
PD93-01,571,9301,14,GIPE,1,0,1,NULL,NULL
PD93-01,571,9301,22,WISP,1,0,2,NULL,NULL
PD93-01,571,9301,23,CAPE,1,0,0,NULL,NULL
PD93-01,571,9301,25,WISP,1,0,2,NULL,NULL
PD93-01,571,9301,29,GIPE,2,0,1,NULL,NULL
PD93-01,576,9301,00,CAPE,3,0,0,NULL,STERN
PD93-01,576,9301,00,BBAL,2,0,0,NULL,NULL
PD93-01,576,9301,01,SOFU,1,0,2,NULL,NULL
PD93-01,576,9301,05,WISP,1,0,1,NULL,NULL
PD93-01,576,9301,05,BBAL,1,0,2,NULL,NULL
PD93-01,576,9301,07,BBAL,1,0,2,NULL,NULL
PD93-01,576,9301,08,WISP,1,0,2,NULL,NULL
PD93-01,576,9301,11,CAPE,3,0,0,NULL,NULL
PD93-01,576,9301,12,ANTE,1,0,1,NULL,NULL
PD93-01,576,9301,14,BBAL,1,0,2,NULL,NULL
PD93-01,576,9301,15,BBAL,1,0,2,NULL,NULL
PD93-01,576,9301,20,BBAL,1,0,1,NULL,NULL
PD93-01,576,9301,23,BBAL,1,0,1,NULL,NULL
PD93-01,576,9301,23,WISP,1,0,2,NULL,NULL
PD93-01,576,9301,24,BBAL,1,0,1,NULL,NULL
PD93-01,576,9301,26,BBAL,1,0,1,NULL,NULL
PD93-01,576,9301,28,GIPE,1,0,2,NULL,"WHITE PHASE"
PD93-01,576,9301,28,CAPE,1,0,0,NULL,NULL
PD93-01,576,9301,30,CAPE,4,0,0,NULL,STERN
PD93-01,585,9301,00,BBAL,1,0,0,NULL,"STERN, SNOWING"
PD93-01,585,9301,00,CAPE,6,0,0,NULL,NULL
PD93-01,585,9301,00,GIPE,1,0,0,NULL,NULL
PD93-01,585,9301,02,WISP,1,0,2,NULL,NULL
PD93-01,585,9301,02,SPSK,1,0,1,NULL,NULL
PD93-01,585,9301,10,BBAL,2,0,1,NULL,NULL
PD93-01,585,9301,28,GEPE,2,0,5,NULL,NULL
PD93-01,585,9301,30,CAPE,6,0,0,NULL,NULL
PD93-01,598,9301,06,BBAL,5,0,2,NULL,NULL
PD93-01,598,9301,09,GIPE,1,0,2,NULL,"WHITE PHASE"
PD93-01,598,9301,12,GIPE,1,0,1,NULL,NULL
PD93-01,598,9301,14,SPSK,1,0,1,NULL,NULL
PD93-01,598,9301,24,SPSK,1,0,1,NULL,NULL
PD93-01,598,9301,25,GEPE,1,0,5,NULL,NULL
PD93-01,598,9301,28,GEPE,2,0,5,NULL,NULL
PD93-01,598,9301,30,BESH,1,0,1,NULL,NULL
PD93-01,605,9301,02,ADPE,16,0,6,NULL,NULL
PD93-01,605,9301,04,ADPE,8,0,6,NULL,NULL
PD93-01,605,9301,10,ADPE,22,0,6,NULL,NULL
PD93-01,605,9301,11,ADPE,35,0,6,NULL,NULL
PD93-01,605,9301,16,ADPE,5,0,5,NULL,NULL
PD93-01,605,9301,17,SPSK,1,0,1,NULL,NULL
PD93-01,605,9301,18,ADPE,25,0,6,NULL,NULL
