studyName,"Event Number",Cruise,"Count Minute (min)",Species,Number,Linkages,Behavior,Direction,Notes
PD95-01,1324,9501,07,ADPE,12,0,5,250,NULL
PD95-01,1324,9501,08,ADPE,10,0,5,220,"OUT OF TRANSECT- 600M"
PD95-01,1324,9501,09,ADPE,15,0,5,220,RAFTING
PD95-01,1324,9501,11,WISP,1,0,2,9999,NULL
PD95-01,1324,9501,12,SPSK,1,0,1,330,NULL
PD95-01,1324,9501,14,WISP,1,0,1,320,NULL
PD95-01,1324,9501,21,WISP,1,0,1,60,NULL
PD95-01,1324,9501,23,WISP,1,0,1,40,NULL
PD95-01,1324,9501,24,WISP,1,0,2,9999,NULL
PD95-01,1324,9501,25,ADPE,17,0,5,230,NULL
PD95-01,1326,9501,00,NULL,0,0,0,9999,STERN
PD95-01,1326,9501,03,GIPE,1,0,1,40,NULL
PD95-01,1326,9501,07,WISP,1,0,2,9999,NULL
PD95-01,1326,9501,08,ADPE,4,0,5,240,NULL
PD95-01,1326,9501,11,WISP,1,0,2,9999,NULL
PD95-01,1326,9501,14,ADPE,11,0,5,230,NULL
PD95-01,1326,9501,18,WISP,1,0,1,60,NULL
PD95-01,1326,9501,25,FUSE,1,0,5,9999,NULL
PD95-01,1326,9501,27,ADPE,3,0,5,260,NULL
PD95-01,1328,9501,00,NULL,0,0,0,9999,STERN
PD95-01,1328,9501,03,WISP,1,0,1,290,NULL
PD95-01,1328,9501,05,WISP,2,0,1,110,NULL
PD95-01,1328,9501,09,MIWH,2,0,5,9999,NULL
PD95-01,1328,9501,09,WISP,1,0,2,9999,NULL
PD95-01,1328,9501,12,BBAL,1,0,2,9999,NULL
PD95-01,1331,9501,00,NULL,0,0,0,9999,STERN
PD95-01,1331,9501,06,ADPE,7,0,5,130,NULL
PD95-01,1331,9501,08,ADPE,10,0,5,130,NULL
PD95-01,1331,9501,14,WISP,1,0,2,9999,NULL
PD95-01,1331,9501,20,WISP,1,0,2,9999,NULL
PD95-01,1331,9501,21,ADPE,7,0,5,70,NULL
PD95-01,1334,9501,00,NULL,0,0,0,9999,STERN
PD95-01,1334,9501,02,ADPE,11,0,5,210,NULL
PD95-01,1334,9501,10,NULL,0,0,0,9999,STERN
PD95-01,1339,9501,00,SPSK,1,0,2,9999,STERN
PD95-01,1339,9501,02,WISP,3,0,1,220,NULL
PD95-01,1339,9501,03,WISP,1,0,1,40,NULL
PD95-01,1339,9501,07,WISP,1,0,1,150,NULL
PD95-01,1339,9501,09,GEPE,18,0,5,220,NULL
PD95-01,1341,9501,00,NULL,0,0,0,9999,STERN
PD95-01,1341,9501,03,WISP,2,0,1,140,NULL
PD95-01,1341,9501,06,WISP,1,0,2,9999,NULL
PD95-01,1343,9501,00,NULL,0,0,0,9999,STERN
PD95-01,1343,9501,01,BBAL,2,0,2,9999,NULL
PD95-01,1343,9501,09,ADPE,5,0,5,10,NULL
PD95-01,1343,9501,10,WISP,1,0,1,30,NULL
PD95-01,1343,9501,14,GIPE,2,0,2,9999,NULL
PD95-01,1343,9501,18,ADPE,9,0,5,10,NULL
PD95-01,1343,9501,22,WISP,1,0,1,40,NULL
PD95-01,1343,9501,24,ADPE,8,0,5,10,NULL
PD95-01,1343,9501,26,BBAL,1,0,1,10,NULL
PD95-01,1343,9501,27,SPSK,1,0,1,10,NULL
PD95-01,1345,9501,00,NULL,0,0,0,9999,STERN
PD95-01,1345,9501,01,ADPE,8,0,5,340,NULL
PD95-01,1345,9501,03,ADPE,14,0,5,340,NULL
PD95-01,1345,9501,06,ADPE,15,0,5,280,NULL
PD95-01,1345,9501,12,SPSK,2,0,1,30,NULL
PD95-01,1347,9501,00,NULL,0,0,0,9999,STERN
PD95-01,1347,9501,08,ADPE,10,0,5,210,NULL
PD95-01,1347,9501,10,ADPE,5,0,5,9999,NULL
PD95-01,1347,9501,12,WISP,1,0,2,9999,NULL
PD95-01,1347,9501,13,SPSK,1,0,1,140,NULL
PD95-01,1347,9501,16,GIPE,1,0,1,300,NULL
PD95-01,1350,9501,00,NULL,0,0,0,9999,STERN
PD95-01,1350,9501,22,WISP,1,0,2,9999,NULL
PD95-01,1350,9501,28,ADPE,8,0,5,110,NULL
PD95-01,1350,9501,30,NULL,0,0,0,9999,STERN
PD95-01,1354,9501,00,NULL,0,0,0,9999,STERN
PD95-01,1354,9501,11,WISP,1,0,2,9999,NULL
PD95-01,1354,9501,15,WISP,1,0,2,9999,NULL
PD95-01,1354,9501,16,ADPE,8,0,5,9999,NULL
PD95-01,1354,9501,18,GIPE,1,0,1,190,NULL
PD95-01,1354,9501,19,WISP,1,0,1,200,NULL
PD95-01,1354,9501,23,SPSK,1,0,0,9999,NULL
PD95-01,1354,9501,24,ADPE,5,0,5,9999,NULL
PD95-01,1357,9501,00,NULL,0,0,0,9999,STERN
PD95-01,1357,9501,09,ADPE,1,0,5,9999,"OUT OF TRANSECT, OTHER SIDE"
PD95-01,1357,9501,10,ANTE,1,0,1,140,NULL
PD95-01,1359,9501,00,WISP,1,0,2,9999,NULL
PD95-01,1359,9501,01,WISP,1,0,1,220,NULL
PD95-01,1359,9501,05,WISP,2,0,1,220,NULL
PD95-01,1359,9501,05,WISP,2,0,2,9999,NULL
PD95-01,1359,9501,11,GIPE,1,0,2,9999,NULL
PD95-01,1359,9501,14,WISP,2,0,2,9999,NULL
PD95-01,1359,9501,20,WISP,2,0,1,310,NULL
PD95-01,1359,9501,25,WISP,2,0,1,30,NULL
PD95-01,1361,9501,00,NULL,0,0,0,9999,STERN
PD95-01,1361,9501,05,WISP,1,0,2,9999,NULL
PD95-01,1361,9501,07,WISP,3,0,2,9999,NULL
PD95-01,1361,9501,09,WISP,2,0,1,50,NULL
PD95-01,1361,9501,15,WISP,1,0,1,40,NULL
PD95-01,1361,9501,16,SPSK,1,0,0,9999,NULL
PD95-01,1361,9501,19,WISP,1,0,2,9999,NULL
PD95-01,1363,9501,00,NULL,0,0,0,9999,STERN
PD95-01,1363,9501,04,WISP,1,0,2,9999,NULL
PD95-01,1363,9501,06,WISP,1,0,1,120,NULL
PD95-01,1363,9501,11,GHAL,1,0,2,9999,NULL
PD95-01,1366,9501,00,NULL,0,0,0,9999,STERN
PD95-01,1366,9501,02,WISP,1,0,2,9999,NULL
PD95-01,1366,9501,03,SPSK,1,0,2,9999,NULL
PD95-01,1366,9501,05,WISP,1,0,2,9999,NULL
PD95-01,1366,9501,08,WISP,1,0,1,320,NULL
PD95-01,1366,9501,09,GIPE,1,0,2,9999,NULL
PD95-01,1366,9501,13,GIPE,3,1,6,9999,NULL
PD95-01,1366,9501,13,WISP,50,1,6,9999,NULL
PD95-01,1366,9501,19,WISP,1,0,2,9999,NULL
PD95-01,1366,9501,22,WISP,1,0,2,9999,NULL
PD95-01,1366,9501,29,WISP,1,0,2,9999,NULL
PD95-01,1371,9501,00,NULL,0,0,0,9999,STERN
PD95-01,1371,9501,03,WISP,1,0,1,20,NULL
PD95-01,1371,9501,08,WISP,1,0,1,290,NULL
PD95-01,1371,9501,14,WISP,1,0,2,9999,NULL
PD95-01,1371,9501,16,GIPE,1,0,2,9999,NULL
PD95-01,1371,9501,21,WISP,1,0,1,30,NULL
PD95-01,1371,9501,22,WISP,1,0,1,30,NULL
PD95-01,1371,9501,23,WISP,1,0,2,9999,NULL
PD95-01,1371,9501,25,WISP,1,0,1,290,NULL
PD95-01,1374,9501,00,NULL,0,0,0,9999,STERN
PD95-01,1374,9501,03,WISP,1,0,2,9999,NULL
PD95-01,1376,9501,00,NULL,0,0,0,9999,STERN
PD95-01,1376,9501,04,WISP,1,0,1,50,NULL
PD95-01,1376,9501,11,GIPE,1,0,2,9999,NULL
PD95-01,1376,9501,13,WISP,1,0,1,50,NULL
PD95-01,1376,9501,15,WISP,1,0,2,9999,NULL
PD95-01,1376,9501,18,UNPE,2,0,5,9999,NULL
PD95-01,1376,9501,22,WISP,1,0,1,80,NULL
PD95-01,1376,9501,27,ADPE,4,0,5,30,NULL
PD95-01,1376,9501,29,WISP,1,0,2,9999,NULL
PD95-01,1376,9501,30,GIPE,1,0,1,210,NULL
PD95-01,1376,9501,34,WISP,1,0,6,9999,NULL
PD95-01,1376,9501,39,ADPE,6,0,5,80,NULL
PD95-01,1376,9501,39,WISP,1,0,2,9999,NULL
PD95-01,1376,9501,40,GIPE,1,0,2,9999,NULL
PD95-01,1376,9501,40,WISP,1,0,2,9999,NULL
PD95-01,1376,9501,41,WISP,1,0,1,60,NULL
PD95-01,1376,9501,41,GIPE,1,0,2,9999,NULL
PD95-01,1376,9501,42,ADPE,4,0,5,340,NULL
PD95-01,1376,9501,44,GIPE,1,0,0,9999,NULL
PD95-01,1376,9501,46,WISP,3,0,6,9999,NULL
PD95-01,1376,9501,50,WISP,1,0,1,80,NULL
PD95-01,1376,9501,51,WISP,1,0,1,60,NULL
PD95-01,1376,9501,51,GIPE,1,0,2,9999,NULL
PD95-01,1376,9501,54,WISP,1,0,2,9999,NULL
PD95-01,1376,9501,54,WISP,1,0,1,70,NULL
PD95-01,1378,9501,00,NULL,0,0,0,9999,STERN
PD95-01,1378,9501,03,ADPE,4,0,5,280,NULL
PD95-01,1378,9501,05,WISP,1,0,1,300,NULL
PD95-01,1378,9501,05,WISP,1,0,2,9999,NULL
PD95-01,1378,9501,09,WISP,1,0,2,9999,NULL
PD95-01,1381,9501,00,NULL,0,0,0,9999,STERN
PD95-01,1381,9501,12,GIPE,1,0,1,60,NULL
PD95-01,1381,9501,12,WISP,1,0,1,40,NULL
PD95-01,1381,9501,13,WISP,2,0,2,9999,NULL
PD95-01,1381,9501,14,WISP,1,0,2,9999,NULL
PD95-01,1381,9501,14,GIPE,1,0,2,9999,NULL
PD95-01,1381,9501,15,WISP,2,0,1,50,"WIND GUSTING TO 45 KNOTS"
PD95-01,1384,9501,00,NULL,0,0,0,9999,STERN
PD95-01,1384,9501,04,WISP,1,0,2,9999,NULL
PD95-01,1384,9501,07,WISP,2,0,2,9999,NULL
PD95-01,1384,9501,11,WISP,2,0,2,9999,NULL
PD95-01,1384,9501,14,WISP,1,0,1,30,NULL
PD95-01,1384,9501,23,NULL,0,0,0,9999,STERN
PD96-01,11,9601,02,GEPE,1,0,3,99,NULL
PD96-01,11,9601,04,ADPE,4,0,5,19,NULL
PD96-01,11,9601,11,ADPE,3,0,3,99,NULL
PD96-01,11,9601,12,ADPE,10,0,3,99,NULL
PD96-01,11,9601,12,SPSK,1,0,1,99,"ICE COVER 1"
PD96-01,11,9601,14,ANTE,1,0,1,99,"ICE COVER 1"
PD96-01,11,9601,15,SPSK,1,0,1,99,"ICE COVER 1"
PD96-01,11,9601,17,ADPE,4,0,5,18,"ICE COVER 1 - DIR. SHIFTED TO 15"
PD96-01,14,9601,01,ADPE,4,0,5,19,NULL
PD96-01,14,9601,04,GIPE,1,0,1,99,NULL
PD96-01,14,9601,09,ADPE,4,0,5,17,NULL
PD96-01,16,9601,03,ADPE,4,0,5,19,NULL
PD96-01,16,9601,04,KEGU,1,0,1,8,NULL
PD96-01,16,9601,19,ADPE,2,0,3,99,NULL
PD96-01,16,9601,20,ADPE,2,0,3,99,NULL
PD96-01,22,9601,00,BESH,1,0,2,99,NULL
PD96-01,22,9601,02,WISP,1,0,1,18,NULL
PD96-01,22,9601,06,SPSK,1,0,1,23,NULL
PD96-01,22,9601,10,WISP,1,0,1,34,NULL
PD96-01,22,9601,13,BESH,1,0,1,2,NULL
PD96-01,22,9601,17,SPSK,1,0,1,19,NULL
PD96-01,22,9601,20,WISP,1,0,1,23,NULL
PD96-01,22,9601,21,WISP,2,0,1,17,NULL
PD96-01,22,9601,23,SPSK,1,0,1,11,NULL
PD96-01,22,9601,24,GIPE,1,0,1,19,"SLIGHT INCREASE IN SWELL"
PD96-01,22,9601,29,WISP,3,0,2,99,"OVER SLICK PATCH"
PD96-01,22,9601,30,KEGU,1,0,1,14,NULL
PD96-01,22,9601,30,ANTE,1,0,1,2,NULL
PD96-01,22,9601,31,KEGU,1,0,1,20,NULL
PD96-01,24,9601,02,WISP,1,0,1,2,NULL
PD96-01,24,9601,03,ANTE,1,0,1,6,NULL
PD96-01,24,9601,05,WISP,1,0,1,18,NULL
PD96-01,24,9601,06,WISP,2,0,1,19,NULL
PD96-01,24,9601,08,WISP,1,0,1,21,NULL
PD96-01,24,9601,15,WISP,1,0,1,24,NULL
PD96-01,24,9601,18,CRSE,1,0,3,99,"LIGHT SNOW"
PD96-01,24,9601,21,UNSE,1,0,3,99,"SNOW HAS STOPPED"
PD96-01,24,9601,22,WISP,1,0,1,15,NULL
PD96-01,24,9601,23,WISP,1,0,1,7,NULL
PD96-01,24,9601,24,WISP,1,0,1,6,NULL
PD96-01,26,9601,01,WISP,1,0,1,33,NULL
PD96-01,26,9601,02,ADPE,1,0,5,33,NULL
PD96-01,26,9601,02,WISP,1,0,2,99,NULL
PD96-01,26,9601,04,ADPE,1,0,3,99,NULL
PD96-01,26,9601,05,ADPE,3,0,4,99,NULL
PD96-01,26,9601,05,CHPE,3,0,4,99,NULL
PD96-01,26,9601,06,ADPE,3,0,5,27,NULL
PD96-01,26,9601,06,WISP,2,0,1,35,NULL
PD96-01,26,9601,07,SPSK,1,0,6,99,NULL
PD96-01,26,9601,08,SPSK,1,0,1,15,"BOAT SLOWED TO 6.2 KTS."
PD96-01,26,9601,15,WISP,1,0,1,32,"BERGIE BITS"
PD96-01,26,9601,15,ADPE,1,0,3,99,"DEPTH 80"
PD96-01,26,9601,16,WISP,2,0,1,28,"DEPTH 40, SPEED 3.5 KTS."
PD96-01,26,9601,26,SPSK,1,0,1,12,"LIGHT POOR"
PD96-01,26,9601,29,CHPE,8,0,4,99,"OUT OF TRANSECT"
PD96-01,9,9601,00,BESH,1,0,3,99,"STERN COUNT"
PD96-01,9,9601,01,KEGU,1,0,2,99,NULL
PD96-01,9,9601,01,CRSE,1,0,4,99,"ON FLOE 500 M"
PD96-01,9,9601,03,SPSK,1,0,1,6,NULL
PD96-01,9,9601,05,SPSK,1,0,1,10,NULL
PD96-01,9,9601,07,ADPE,3,0,7,99,NULL
PD96-01,9,9601,09,WISP,1,0,2,99,NULL
PD96-01,9,9601,10,KEGU,1,0,1,99,NULL
PD96-01,9,9601,11,ADPE,2,0,7,99,NULL
PD96-01,9,9601,14,ADPE,1,0,7,99,NULL
PD96-01,9,9601,17,ADPE,1,0,5,30,NULL
PD96-01,9,9601,19,ADPE,2,0,5,99,NULL
PD96-01,9,9601,20,ADPE,1,0,7,99,NULL
PD96-01,9,9601,21,WISP,2,0,1,28,NULL
PD96-01,9,9601,21,KEGU,1,0,1,34,NULL
PD96-01,9,9601,21,WISP,1,0,2,99,"DIF FROM ONE ABOVE IN MIN21"
PD96-01,9,9601,22,NULL,0,0,999,99,"STERN COUNT"
PD96-01,13,9601,13,NULL,0,0,999,99,"STERN COUNT"
PD96-01,13,9601,02,ADPE,1,0,5,4,NULL
PD96-01,13,9601,03,ADPE,4,0,5,23,NULL
PD96-01,13,9601,04,ADPE,6,0,5,24,NULL
PD96-01,13,9601,07,ADPE,1,0,5,3,NULL
PD96-01,13,9601,07,BESH,1,0,3,99,NULL
PD96-01,13,9601,09,ADPE,1,0,5,2,NULL
PD96-01,13,9601,11,ADPE,8,0,5,21,NULL
PD96-01,13,9601,11,ADPE,2,0,7,99,NULL
PD96-01,13,9601,13,ADPE,1,0,5,33,NULL
PD96-01,13,9601,13,NULL,0,0,999,99,"STERN COUNT"
PD96-01,15,9601,00,NULL,0,0,999,99,"STERN COUNT"
PD96-01,15,9601,04,ADPE,4,0,7,99,NULL
PD96-01,15,9601,09,ADPE,2,0,5,26,NULL
PD96-01,15,9601,08,ADPE,1,0,5,32,NULL
PD96-01,15,9601,09,ADPE,3,0,7,99,NULL
PD96-01,15,9601,12,ADPE,4,0,7,99,NULL
PD96-01,15,9601,15,NULL,0,0,999,99,"STERN COUNT"
PD96-01,23,9601,00,NULL,0,0,999,99,"STERN COUNT"
PD96-01,23,9601,01,BESH,2,0,1,99,NULL
PD96-01,23,9601,02,SPSK,1,0,1,4,NULL
PD96-01,23,9601,04,BESH,1,0,1,19,NULL
PD96-01,23,9601,11,SPSK,1,0,1,99,NULL
PD96-01,23,9601,14,WISP,1,0,2,99,NULL
PD96-01,23,9601,15,WISP,2,0,1,15,NULL
PD96-01,23,9601,18,WISP,4,0,1,15,"ALL 3 GRPS OF WISPS DIF (MIN14,15,18)"
PD96-01,23,9601,19,WISP,1,0,1,16,NULL
PD96-01,23,9601,22,WISP,2,0,2,99,"REPEATED SIGHTING?"
PD96-01,23,9601,24,NULL,0,0,999,99,"STERN COUNT"
PD96-01,25,9601,00,NULL,0,0,999,99,"STERN COUNT"
PD96-01,25,9601,01,ADPE,1,0,7,99,NULL
PD96-01,25,9601,04,WISP,1,0,2,99,NULL
PD96-01,25,9601,06,ADPE,1,0,5,12,NULL
PD96-01,25,9601,07,ADPE,1,0,7,99,NULL
PD96-01,25,9601,08,WISP,1,0,1,16,NULL
PD96-01,25,9601,09,ADPE,2,0,5,13,NULL
PD96-01,25,9601,10,ADPE,1,0,5,22,NULL
PD96-01,25,9601,10,ADPE,1,0,3,99,"BRIEF SIGHTING ONLY"
PD96-01,25,9601,14,WISP,1,0,1,35,NULL
PD96-01,25,9601,18,SPSK,1,0,1,32,NULL
PD96-01,25,9601,19,SPSK,1,0,1,12,NULL
PD96-01,25,9601,20,ADPE,1,0,7,99,"WERE PORP (220D), THEN RAFTED"
PD96-01,25,9601,22,WISP,1,0,1,31,NULL
PD96-01,25,9601,22,NULL,0,0,999,99,"STERN COUNT"
PD96-01,27,9601,18,NULL,0,0,999,99,"STERN COUNT"
PD96-01,27,9601,04,ADPE,4,0,5,33,NULL
PD96-01,27,9601,09,ADPE,1,0,7,99,NULL
PD96-01,27,9601,14,ADPE,8,1,5,16,"PORPOISE WITH 2 CHINSTRAPS"
PD96-01,27,9601,14,CHPE,2,1,5,16,"PORPOISE WITH 8 ADELIES"
PD96-01,27,9601,17,WISP,1,9,1,33,NULL
PD96-01,27,9601,18,NULL,0,0,999,99,"STERN COUNT"
PD96-01,20,9601,00,NULL,0,0,999,99,360
PD96-01,20,9601,01,SPSK,1,9,2,99,NULL
PD96-01,20,9601,02,WISP,1,9,2,99,NULL
PD96-01,20,9601,04,SPSK,1,9,1,99,NULL
PD96-01,20,9601,05,WISP,1,9,2,99,NULL
PD96-01,20,9601,07,SPSK,1,9,1,9,NULL
PD96-01,20,9601,08,WISP,1,9,1,99,NULL
PD96-01,20,9601,08,KEGU,1,9,2,99,NULL
PD96-01,20,9601,09,BESH,1,9,3,99,NULL
PD96-01,20,9601,15,NULL,0,0,999,99,"END OF CENSUS"
PD96-01,20,9601,15,NULL,0,0,999,99,"END OF CENSUS"
PD96-01,37,9601,18,NULL,0,0,999,99,"SPSK HARASSING GIPE JUST OUT OF QUADRANT"
PD96-01,37,9601,23,SPSK,1,0,1,24,NULL
PD96-01,38,9601,02,NULL,0,0,999,99,"NEAR TABULAR BERG - COVER 1"
PD96-01,38,9601,10,KEGU,1,0,1,36,NULL
PD96-01,38,9601,11,CAPE,1,0,2,99,NULL
PD96-01,38,9601,16,KEGU,1,0,1,34,NULL
PD96-01,49,9601,00,NULL,0,0,0,99,STERN
PD96-01,49,9601,03,SPSK,1,0,2,8,NULL
PD96-01,49,9601,03,WISP,1,0,1,8,NULL
PD96-01,49,9601,04,KEGU,1,0,2,99,NULL
PD96-01,49,9601,05,WISP,2,0,1,10,NULL
PD96-01,49,9601,07,KEGU,2,0,1,10,NULL
PD96-01,49,9601,10,KEGU,1,0,1,13,NULL
PD96-01,49,9601,13,WISP,1,0,1,15,NULL
PD96-01,49,9601,19,BBAL,1,0,2,99,"450 M, OUT OF TRANSECT"
PD96-01,49,9601,20,WISP,1,0,6,99,NULL
PD96-01,49,9601,23,WISP,1,0,2,99,NULL
PD96-01,40,9601,27,WISP,1,0,1,8,NULL
PD96-01,49,9601,28,KEGU,1,0,1,12,NULL
PD96-01,49,9601,29,GIPE,1,0,1,30,NULL
PD96-01,49,9601,30,GIPE,1,0,2,99,"STERN COUNT"
PD96-01,51,9601,00,GIPE,1,0,2,99,"STERN COUNT"
PD96-01,51,9601,01,KEGU,1,0,2,99,NULL
PD96-01,51,9601,02,WISP,1,0,6,99,NULL
PD96-01,51,9601,06,WISP,1,0,1,14,NULL
PD96-01,51,9601,16,SPSK,1,0,1,14,"OUT OF TRANSECT, OTHER SIDE OF BOAT"
PD96-01,51,9601,16,WISP,1,0,2,99,NULL
PD96-01,51,9601,19,WISP,2,0,6,99,NULL
PD96-01,51,9601,22,SPSK,1,0,1,13,NULL
PD96-01,51,9601,22,SPSK,1,0,1,20,"DIF FROM OTHER IN MINUTE 22"
PD96-01,51,9601,27,WISP,1,0,2,99,NULL
PD96-01,51,9601,30,NULL,0,0,0,99,"STERN COUNT"
PD96-01,52,9601,00,NULL,0,0,0,99,"STERN COUNT"
PD96-01,52,9601,04,WISP,1,0,1,20,NULL
PD96-01,52,9601,06,BBAL,1,0,1,14,NULL
PD96-01,52,9601,10,SPSK,1,0,1,17,NULL
PD96-01,52,9601,13,WISP,1,0,2,99,NULL
PD96-01,52,9601,18,WISP,1,0,2,99,NULL
PD96-01,52,9601,19,WISP,1,0,2,99,"DIF FROM MINUTE 18"
PD96-01,52,9601,20,NULL,0,0,0,99,"STERN COUNT"
PD96-01,69,9601,00,GIPE,1,0,0,99,"STERN COUNT"
PD96-01,69,9601,04,WISP,1,0,1,99,NULL
PD96-01,69,9601,08,CAPE,1,0,1,99,NULL
PD96-01,69,9601,10,WISP,1,0,1,99,NULL
PD96-01,69,9601,12,CAPE,2,0,0,99,NULL
PD96-01,69,9601,21,WISP,2,0,1,99,NULL
PD96-01,69,9601,22,CAPE,2,0,0,99,NULL
PD96-01,69,9601,27,WISP,1,0,1,99,NULL
PD96-01,70,9601,00,WISP,1,0,0,99,NULL
PD96-01,70,9601,00,GIPE,1,0,0,99,"RECORDED IN 69"
PD96-01,70,9601,06,BBAL,1,0,1,99,NULL
PD96-01,70,9601,07,CAPE,4,0,0,99,"PROBABLY RECORDED IN 69"
PD96-01,70,9601,16,WISP,1,0,1,99,NULL
PD96-01,70,9601,21,WISP,1,0,1,99,NULL
PD96-01,71,9601,00,GIPE,3,0,0,99,"1 RECORDED IN 69 & 70"
PD96-01,71,9601,02,WISP,1,0,1,99,NULL
PD96-01,71,9601,15,NULL,0,0,999,99,"LOTS OF BERGIE BITS"
PD96-01,71,9601,25,NULL,0,0,999,99,"ENTERING HABITAT 1"
PD96-01,71,9601,29,NULL,0,0,999,99,"RE-ENTERING HABITAT 0"
PD96-01,74,9601,02,BBAL,1,0,1,99,NULL
PD96-01,74,9601,03,GIPE,1,0,1,99,NULL
PD96-01,74,9601,10,WISP,2,0,1,99,NULL
PD96-01,74,9601,21,BBAL,1,0,1,99,NULL
PD96-01,74,9601,26,SOFU,1,0,0,99,NULL
PD96-01,75,9601,06,SOFU,1,0,1,99,NULL
PD96-01,75,9601,18,BBAL,1,0,1,99,NULL
PD96-01,75,9601,23,SOFU,1,0,1,99,NULL
PD96-01,75,9601,23,GIPE,1,0,1,99,NULL
PD96-01,75,9601,29,GIPE,1,0,1,99,NULL
PD96-01,75,9601,30,GIPE,1,0,1,99,NULL
PD96-01,76,9601,10,SOFU,1,0,1,99,NULL
PD96-01,76,9601,11,SOFU,1,0,1,99,NULL
PD96-01,76,9601,16,SOFU,1,0,1,99,NULL
PD96-01,76,9601,23,BBAL,1,0,0,99,NULL
PD96-01,76,9601,24,SOFU,1,0,2,99,NULL
PD96-01,76,9601,30,SOFU,1,0,0,99,NULL
PD96-01,76,9601,31,SOFU,1,0,0,99,NULL
PD96-01,78,9601,00,SOFU,1,0,0,99,"RECORDED IN 76"
PD96-01,78,9601,03,SOFU,1,0,0,99,"RECORDED IN 76"
PD96-01,78,9601,04,BBAL,1,0,1,99,NULL
PD96-01,78,9601,22,SOFU,1,0,0,99,NULL
PD96-01,59,9601,00,WISP,1,0,2,99,"STERN COUNT"
PD96-01,59,9601,03,GIPE,1,0,1,12,NULL
PD96-01,59,9601,05,WISP,1,0,1,25,NULL
PD96-01,59,9601,06,WISP,1,0,1,24,NULL
PD96-01,59,9601,11,WISP,1,0,1,2,NULL
PD96-01,59,9601,14,WISP,2,0,1,3,NULL
PD96-01,59,9601,16,WISP,1,0,2,99,NULL
PD96-01,59,9601,21,WISP,1,0,2,99,NULL
PD96-01,59,9601,24,WISP,1,0,1,4,NULL
PD96-01,59,9601,26,SOFU,2,0,1,5,NULL
PD96-01,59,9601,27,SOFU,2,0,1,5,NULL
PD96-01,59,9601,27,WISP,2,0,1,5,NULL
PD96-01,59,9601,29,WISP,3,0,1,4,NULL
PD96-01,59,9601,30,NULL,0,0,999,99,STERN
PD96-01,61,9601,00,NULL,0,0,999,99,STERN
PD96-01,61,9601,06,WISP,1,0,1,24,NULL
PD96-01,61,9601,10,WISP,1,0,1,5,NULL
PD96-01,61,9601,15,GIPE,1,0,2,99,NULL
PD96-01,61,9601,19,SOFU,1,0,1,4,NULL
PD96-01,61,9601,20,CAPE,1,0,2,99,NULL
PD96-01,61,9601,29,SOFU,1,0,2,99,NULL
PD96-01,61,9601,30,NULL,0,0,999,99,STERN
PD96-01,62,9601,00,NULL,0,0,999,99,STERN
PD96-01,62,9601,05,WISP,1,0,2,99,NULL
PD96-01,62,9601,07,SOFU,1,0,1,3,NULL
PD96-01,62,9601,15,SOFU,1,0,2,99,NULL
PD96-01,62,9601,16,BBAL,1,0,2,99,NULL
PD96-01,62,9601,17,WISP,1,0,2,99,NULL
PD96-01,62,9601,17,SOFU,1,0,2,99,NULL
PD96-01,62,9601,18,BBAL,1,0,2,99,"DIFFERENT FROM MINUTE 16 BBAL"
PD96-01,62,9601,19,CAPE,1,0,2,99,NULL
PD96-01,62,9601,22,NULL,0,0,999,99,STERN
PD96-01,72,9601,00,NULL,0,0,999,99,STERN
PD96-01,72,9601,28,WISP,1,0,2,99,NULL
PD96-01,72,9601,29,CHPE,2,0,1,6,NULL
PD96-01,72,9601,30,NULL,0,0,999,99,STERN
PD96-01,73,9601,00,NULL,0,0,999,99,STERN
PD96-01,73,9601,26,WISP,1,0,2,99,NULL
PD96-01,73,9601,30,BBAL,1,0,2,99,NULL
PD96-01,73,9601,38,NULL,0,0,999,99,STERN
PD96-01,85,9601,00,SOFU,1,0,0,99,STERN
PD96-01,85,9601,01,BBAL,1,0,2,99,NULL
PD96-01,85,9601,05,CAPE,1,0,1,4,NULL
PD96-01,85,9601,06,WISP,1,0,2,99,NULL
PD96-01,85,9601,06,BBAL,1,0,2,99,"DIF FROM MINUTE 1 BBAL"
PD96-01,85,9601,09,WISP,1,0,2,99,NULL
PD96-01,85,9601,15,CAPE,2,0,0,99,"DIF FROM MINUTE 5 CAPE"
PD96-01,85,9601,17,SOFU,1,0,0,99,NULL
PD96-01,85,9601,26,SOFU,1,0,2,99,NULL
PD96-01,85,9601,27,CAPE,1,0,2,99,NULL
PD96-01,85,9601,29,WISP,1,0,2,99,NULL
PD96-01,85,9601,30,BBAL,1,0,0,99,STERN
PD96-01,86,9601,00,CAPE,3,0,0,99,STERN
PD96-01,86,9601,00,SOFU,1,0,0,99,STERN
PD96-01,86,9601,02,CAPE,1,0,0,99,NULL
PD96-01,86,9601,07,SOFU,2,0,2,99,NULL
PD96-01,86,9601,12,GIPE,1,0,1,4,NULL
PD96-01,86,9601,15,SOFU,2,0,1,5,NULL
PD96-01,86,9601,16,BBAL,1,0,2,99,NULL
PD96-01,86,9601,16,SOFU,1,0,2,99,NULL
PD96-01,86,9601,18,GHAL,1,0,2,99,NULL
PD96-01,86,9601,19,SOFU,1,0,0,99,NULL
