studyName,"Cruise Name",Year/Month,"Station Start","Station End","Event Number",Day/Hour/Minute,"Total Time (min)","Ship Speed","Ship Course","Latitude Start","Longitude Start","Latitude End","Longitude End","Wind Speed Start","Wind Direction Start","Wind Speed End","Wind Direction End","Sea State","Salinity (PSU)","Fluorometry (mg/m³)",Habitat,"Ice Cover","Ice Type","Ice Color","Depth (m)",Notes
LMG07-01,0701,0701,220.-025,220.-030,663,311337,NULL,5,139,6748.49,06911.59,6750.43,06906.78,3,227,2,214,1,33,1,0,0,0,0,292,NULL
LMG07-01,0701,0701,220.-030,217.5-030,666,311408,NULL,5,180,6750.43,06906.78,6751.32,06909.07,2,214,3,101,1,33,1,0,0,0,0,340,NULL
LMG07-01,0701,0701,217.5-030,217.5-025,670,311424,NULL,4,278,6751.32,06909.07,6749.54,06913.94,3,101,1,119,2,33,1,0,0,0,0,246,NULL
LMG07-01,0701,0701,217.5-025,217.5-020,673,311456,NULL,5,313,6749.54,06913.94,6747.6,06919.22,1,119,1,268,2,33,1,0,0,0,0,144,NULL
LMG07-01,0701,0701,217.5-020,215-020,676,311532,NULL,4,246,6747.6,06919.22,6748.46,06921.53,1,268,2,193,1,33,1,2,0,0,0,163,NULL
LMG07-01,0701,0701,215-020,215-025,680,311548,NULL,4,130,6748.46,06921.53,6750.88,06917.82,2,193,1,344,2,33,1,0,0,0,0,179,NULL
LMG07-01,0701,0701,215-025,215-030,683,311626,NULL,4,137,6750.88,06917.82,6752.43,06911.96,1,344,4,314,2,33,1,0,0,0,0,83,NULL
LMG07-01,0701,0701,215-030,212.5-030,686,311707,NULL,4,228,6752.43,06911.96,6753.23,06914.42,4,314,2,338,2,33,0,0,0,0,0,300,NULL
LMG07-01,0701,0701,212.5-030,212.5-025,689,311725,NULL,4,313,6753.23,06914.42,6751.37,06919.09,2,338,3,353,2,33,1,0,0,0,0,140,NULL
LMG07-01,0701,0701,212.5-025,212.5-020,692,311800,NULL,4,313,6751.37,06919.09,6749.5,06924.25,3,353,8,315,2,33,0,0,0,0,0,128,NULL
LMG07-01,0701,0701,212.5-020,210-020,695,311839,NULL,4,235,6749.5,06924.25,6750.404,06926.68,8,315,6,323,2,33,0,0,0,0,0,214,NULL
LMG07-01,0701,0701,210-020,210-025,698,311855,NULL,5,115,6750.404,06926.68,6752.29,06921.76,6,323,7,320,2,33,0,0,0,0,0,145,NULL
LMG07-01,0701,0701,210-025,210-030,702,311927,34,5,135,6752.29,06921.76,6754.23,6916.78,7,320,5,308,2,33,1,0,0,0,0,124,NULL
LMG07-01,0701,0702,380.010,400.015,747,332035,26,10,36,6628.4,06658.914,6624.67,6655.84,6,336,6,321,2,33,1,1,0,0,0,378,NULL
LMG07-01,0701,0702,380.010,400.015,748,332006,26,10,47,6632.16,06706.08,6628.52,6659.12,7,349,6,331,1,33,2,1,0,0,0,325,NULL
LMG07-01,0701,0702,400.015,420.015a,755,332347,29,10,130,6624.58,06655.82,6623.6,6649.79,3,310,3,329,2,33,1,1,0,0,0,303,NULL
LMG07-01,0701,0702,400.015,420.015b,756,340019,42,10,36,6623.394,06649.47,6617.8,6639.62,4,326,4,22,2,33,1,0,0,0,0,357,NULL
LMG07-01,0701,0702,420.015,440.015a,764,341121,36,7,42,6616.17,06636.31,6612.31,6627.37,13,23,14,357,2,33,0,0,0,0,0,909,NULL
LMG07-01,0701,0702,420.015,440.015b,765,341200,26,10,45,6612.23,06627.15,6608.96,6619.59,12,12,11,6,2,33,0,0,0,0,0,651,NULL
LMG08-01,0801,0801,500-060,500-070,37,71138,31,10,330,-6528.667,-6608.301,-6524.135,-6620.926,4,59,9,55,1,34,0,0,0,0,0,244,NULL
LMG08-01,0801,0801,500-070,500-080,39,71217,23,10,315,-6523.992,-6621.234,-6521.41,-6627.879,7,59,8,60,1,34,0,0,0,0,0,241,NULL
LMG08-01,0801,0801,500.080,500.090,48,71552,30,11,319,-6521.265,-6628.964,-6517.316,-6638.341,8,98,11,64,2,34,0,0,0,0,0,437,NULL
LMG08-01,0801,0801,500.090,500.100,50,71623,26,11,313,-6537.141,-6638.805,-6514.038,-6646.413,11,73,9,76,2,34,0,0,0,0,0,524,NULL
LMG08-01,0801,0801,500-100,500-110,59,72035,33,11,275,-6513.532,-6644.373,-6510.131,-6656.326,16,76,12,81,2,34,0,0,0,0,0,483,NULL
LMG08-01,0801,0801,500-110,500-120,61,72112,30,11,310,-6509.856,-6656.955,-6506.756,-6704.783,15,81,16,84,1,34,0,0,0,0,0,685,NULL
LMG08-01,0801,0801,500-120,500-130,69,80110,28,10,310,-6506.323,-6704.959,-6502.882,-6714.526,13,83,13,81,1,34,0,0,0,0,0,678,NULL
LMG08-01,0801,0801,500-130,500-140,71,80141,33,11,310,-6502.683,-6714.987,-6459.111,-6723.498,15,84,14,72,1,34,0,0,0,0,0,370,NULL
LMG08-01,0801,0801,500-140,500-150,79,80944,28,11,320,-6458.326,-6724.683,-6454.893,-6734.152,11,125,14,113,1,34,0,0,0,0,0,360,NULL
LMG08-01,0801,0801,500-150,500-160,81,81015,26,11,320,-6454.703,-6734.684,-6451.699,-6741.682,12,131,16,131,1,34,0,0,0,0,0,301.9,NULL
LMG08-01,0801,0801,500.160,500.170,90,81400,30,11,301,6456.437,6740.89,6447.555,6751.631,17,138,14,119,1,34,0,0,0,0,0,312,NULL
LMG08-01,0801,0801,500.170,500.180,92,81433,27,11,315,6447.453,6751.866,6444.272,6759.35,15,128,15,125,1,34,0,0,0,0,0,360,NULL
LMG08-01,0801,0801,500.180,500.190,101,81855,29,8,314,6444,6759.978,6440.468,6808.489,20,104,20,105,1,34,0,0,0,0,0,411,NULL
LMG08-01,0801,0801,500.190,500.200,103,81925,20,11,316,-6440.275,-6808.916,-6437.913,-6813.894,20,108,22,115,1,34,0,0,0,0,0,942,NULL
LMG08-01,0801,0801,500.200,500.210,113,91138,30,11,10,-6435.905,-6818.688,-6432.77,-6826.379,10,184,9,190,1,34,0,0,0,0,0,2770,NULL
LMG08-01,0801,0801,500.210,500.220,115,91210,30,10,312,-6432.578,-6826.859,-6429.001,-6835.107,10,189,11,192,1,34,0,0,0,0,0,2759,NULL
LMG08-01,0801,0801,600-160,600-170,139,101936,27,11,320,-6412.461,-6614.664,-6408.856,-6625.035,5,251,6,275,1,34,0,0,0,0,0,429,NULL
LMG08-01,0801,0801,600-170,600-180,140,102011,28,11,305,-6408.562,-6625.696,-6405.301,-6633.532,5,256,1,268,1,34,0,0,0,0,0,416,NULL
LMG08-01,0801,0801,600-180,600-190,147,110117,28,10,281,-6404.961,-6634.127,-6401.548,-6642.777,6,278,8,295,1,34,0,0,0,0,0,2131,NULL
LMG08-01,0801,0801,600-190,600-200,148,110145,27,11,310,-6401.429,-6643.048,-6357.74,-6651.866,8,300,7,287,1,34,0,0,0,0,0,2927,NULL
LMG08-01,0801,0801,600.240,600.230,153,110951,21,12,143,-6343.594,-6724.936,-6346.466,-6718.425,13,300,14,288,1,34,0,0,0,0,0,3280,NULL
LMG08-01,0801,0801,600.230,600.220,154,111024,29,11,138,-6346.808,-6717.359,-6350.717,-6707.853,11,298,12,289,1,34,0,0,0,0,0,3246,NULL
LMG08-01,0801,0801,600-220,600-210,162,112031,32,11,140,-6350.533,-6708.996,-6354.26,-6700.162,11,241,6,249,1,34,0,0,0,0,0,3141,NULL
LMG08-01,0801,0801,600-210,600-200,164,112105,30,5,135,-6354.291,-6700.047,-6357.822,-6651.569,9,250,9,244,1,34,0,0,0,0,0,3234,NULL
LMG08-01,0801,0801,600.160,600.150,177,121419,25,11,131,-6413.544,-6613.428,-6416.562,-6605.75,9,254,9,252,1,34,0,0,0,0,0,425,NULL
LMG08-01,0801,0801,600.150,600.140,179,121426,26,11,132,-6416.648,-6605.587,-6420.026,-6557.441,12,247,10,240,1,34,0,0,0,0,0,418,NULL
LMG08-01,0801,0801,600-140,600-130,188,121800,28,11,130,-6419.715,-6555.879,-6423.781,-6547.819,9,245,7,237,1,34,0,0,0,0,0,333,NULL
LMG08-01,0801,0801,600-130,600-120,190,121834,25,11,130,-6423.949,-6547.46,-6427.234,-6539.098,9,241,5,239,2,34,1,0,0,0,0,493,NULL
LMG08-01,0801,0801,600.120,600.110,194,122011,30,11,130,-6427.228,-6539.132,-6430.887,-6529.865,4,239,3,216,2,34,1,0,0,0,0,544,NULL
LMG08-01,0801,0801,600.110,600.100,196,122042,26,12,131,-6431.007,-6529.579,-6434.282,-6521.009,3,239,2,229,2,34,1,0,0,0,0,592,NULL
LMG08-01,0801,0801,600-100,600-090,209,130602,27,12,130,-6434.421,-6520.61,-6438.236,-6510.753,5,308,5,317,2,34,1,0,0,0,0,619,NULL
LMG08-01,0801,0801,600-090,600-080,211,130633,24,11,130,-6438.45,-6510.24,-6441.889,-6501.45,5,318,1,10,2,34,0,0,0,0,0,529,NULL
LMG08-01,0801,0801,600-080,600-070,219,131026,29,4,130,-6441.786,-6501.671,-6445.506,-6451.855,2,310,6,7,3,33,0,0,0,0,0,549,NULL
LMG08-01,0801,0801,600-070,600-060,221,131103,26,12,130,-6445.652,-6451.493,-6448.832,-6443.064,6,334,7,12,2,34,0,0,0,0,0,400,NULL
LMG08-01,0801,0801,600.060,600.050,231,131427,30,12,131,-6449.329,-6443.629,-6452.425,-6433.637,12,24,10,0,2,34,0,0,0,0,0,188,NULL
LMG08-01,0801,0801,600.050,600.040,233,131501,27,11,131,-6452.594,-6433.203,-6455.865,-6424.423,10,6,6,18,2,34,0,0,0,0,0,313,NULL
LMG08-01,0801,0801,620.040,620.035,250,14,NULL,4,159,-6448.062,-6406.874,-6449.698,-6402.415,12,208,NULL,NULL,1,34,0,0,0,0,0,96,NULL
LMG08-01,0801,0801,620-035,620-030,252,14,NULL,5,140,-6449.698,-6402.415,-6451.373,-6357.93,16,212,NULL,NULL,2,34,0,0,0,0,0,606,NULL
LMG08-01,0801,0801,620-030,617.5.-030,258,141115,NULL,4,190,-6451.373,-6357.93,-6452.302,-6359.521,17,225,NULL,NULL,2,34,0,0,0,0,0,458,NULL
LMG08-01,0801,0801,617.5-030,617.5-035,261,141131,NULL,4,290,-6452.302,-6359.521,-6450.667,-6404.676,17,223,NULL,NULL,2,34,0,0,0,0,0,358,NULL
LMG08-01,0801,0801,617.5-035,617.5-040,264,141216,NULL,5,300,-6450.667,-6404.676,-6448.911,-6409.501,14,212,NULL,NULL,2,34,0,0,0,0,0,569,NULL
LMG08-01,0801,0801,617.5-040,615.5-040,267,141247,NULL,3,215,-6448.911,-6409.501,-6449.935,-6411.452,17,206,NULL,NULL,2,34,0,0,0,0,0,201,NULL
LMG08-01,0801,0801,615-040,615-035,270,141305,NULL,4,130,-6449.935,-6411.452,-6451.704,-6406.763,15,202,NULL,NULL,2,34,0,0,0,0,0,747,NULL
LMG08-01,0801,0801,615.035,615.030,273,141343,NULL,4,137,-6451.704,-6406.763,-6453.459,-6401.94,19,210,NULL,NULL,2,34,0,0,0,0,0,279,NULL
LMG08-01,0801,0801,615.030,612.5.030,276,141427,15,4,214,-6453.459,-6401.94,-6454.448,-6403.979,20,208,NULL,NULL,1,34,0,0,0,0,0,217,NULL
LMG08-01,0801,0801,612.5.030,612.5.035,279,141440,NULL,4,302,-6454.448,-6403.979,-6452.655,-6408.908,19,218,NULL,NULL,1,34,0,0,0,0,0,302,NULL
LMG08-01,0801,0801,612.5.035,611.5.040,282,141520,40,4,295,-6452.655,-6408.908,-6450.934,-6413.618,23,225,NULL,NULL,2,34,0,0,0,0,0,501,NULL
LMG08-01,0801,0801,612.5.040,610.040,285,141600,16,4,216,-6450.934,-6413.618,-6452.008,-6415.396,22,235,NULL,NULL,2,34,0,0,0,0,0,644,NULL
LMG08-01,0801,0801,610.040,610.035,289,141621,34,4,135,-6452.008,-6415.396,-6453.642,-6411,18,221,18,229,2,34,0,0,0,0,0,750,NULL
LMG08-01,0801,0801,610-035,610-030,296,141854,NULL,4,150,-6453.79,-6410.395,-6455.484,-6406.087,17,220,NULL,NULL,1,34,0,0,NULL,0,0,786,NULL
LMG08-01,0801,0801,610-030,607.5-030,300,141930,NULL,4,220,-6455.484,-6406.087,-6456.462,-6408.248,17,207,NULL,NULL,1,34,0,0,0,0,0,583,NULL
LMG08-01,0801,0801,607.5-030,607.5-035,304,141951,NULL,4,315,-6456.462,-6408.248,-6454.719,-6412.972,13,213,NULL,NULL,1,34,0,0,0,0,0,857,NULL
LMG08-01,0801,0801,607.5-035,607.5-040,307,142030,NULL,6,305,-6454.719,-6412.972,-6452.988,-6517.805,17,227,NULL,NULL,1,34,0,0,0,0,0,1391,NULL
LMG08-01,0801,0801,607.5-040,605-040,310,142108,NULL,3,250,-6452.988,-6517.805,-6453.992,-6419.789,13,228,NULL,NULL,1,34,0,0,0,0,0,NULL,NULL
LMG08-01,0801,0801,605-040,605-035,313,142131,NULL,4,135,-6453.992,-6419.789,-6455.758,-6415,8,227,NULL,NULL,1,34,0,0,0,0,0,789,NULL
LMG08-01,0801,0801,605-035,605-030,316,142214,NULL,4,135,-6455.758,-6415,-6457.526,-6410.237,2,261,NULL,NULL,1,34,0,0,0,0,0,1273,NULL
LMG08-01,0801,0801,605.030,602.5.030,319,142254,16,4,221,-6457.526,-6410.237,-6458.561,-6412.389,5,139,NULL,NULL,1,34,0,0,0,0,0,524,NULL
LMG08-01,0801,0801,602.5.030,602.5.035,322,142315,NULL,5,311,-6458.561,-6412.389,-6456.744,-6417.172,5,136,NULL,NULL,1,34,0,0,0,0,0,450,NULL
LMG08-01,0801,0801,602.5.035,602.5.040,325,142353,NULL,5,303,-6456.744,-6417.172,-6454.978,-6421.898,5,129,NULL,NULL,1,34,0,0,0,0,0,210,NULL
LMG08-01,0801,0801,602.5.040,600.040,328,150030,NULL,4,221,-6454.978,-6421.898,-6457.81,-6419.143,15,190,NULL,NULL,1,34,0,0,0,0,0,963,NULL
LMG08-01,0801,0801,600.035,600.030,335,150119,40,4,132,-6457.81,-6419.143,-6459.523,-6414.467,3,340,9,209,2,34,0,0,0,0,0,1390,NULL
LMG08-01,0801,0801,600.040,600.035,335,150050,NULL,4,131,-6455.99,-6424,6457.78,06419.2,10,158,NULL,NULL,1,34,0,0,0,0,0,1407,NULL
LMG08-01,0801,0801,400-040,400-050,350,161058,32,6,314,-6615.661,-6719.326,-6611.124,-6730.652,11,151,12,138,2,34,0,0,0,0,0,173,NULL
LMG08-01,0801,0801,400-050,400-060,352,161133,24,11,NULL,-6610.95,-6731.087,-6607.737,-6739.116,12,142,10,139,2,34,0,0,0,0,0,503,NULL
LMG08-01,0801,0801,400.060,400.070,359,161447,25,12,316,-6607.111,-6740.954,-6603.866,-6749.184,1,125,2,106,2,34,0,0,0,0,0,434,NULL
LMG08-01,0801,0801,400.070,400.080,361,161512,28,11,315,-6603.76,-6749.431,-6600.28,-6758.147,2,91,1,150,2,34,0,0,0,0,0,440,NULL
LMG08-01,0801,0801,400.080,400.090,370,161836,30,11,304,-6659.898,-6758.905,-6556.401,-6807.874,3,300,3,322,2,34,0,0,0,0,0,327,NULL
LMG08-01,0801,0801,400.090,400.100,372,161909,26,12,316,-6556.264,-6808.178,-6552.728,-6816.838,3,316,5,335,2,34,0,0,0,0,0,344,NULL
LMG08-01,0801,0801,400-100,400-110,380,170009,30,11,310,-6552.729,-6816.963,-6548.728,-6826.667,6,317,7,306,2,34,0,0,0,0,0,355,NULL
LMG08-01,0801,0801,400-110,400-120,382,170040,28,8,306,-6548.482,-6827.207,-6544.887,-6835.941,6,319,8,310,2,34,0,0,0,0,0,358,NULL
LMG08-01,0801,0801,400.120,400.130,391,170840,27,11,345,-6544.972,-6836.057,-6541.4,-6844.409,9,339,11,339,2,34,0,0,0,0,0,359,NULL
LMG08-01,0801,0801,400.130,400.140,392,170949,29,12,316,-6541.249,-6844.758,-6537.48,-6853.745,13,349,11,339,2,34,0,0,0,0,0,370,NULL
LMG08-01,0801,0801,400-140,400-150,400,171253,25,10,320,-6537.091,-6855.345,-6533.514,-6903.138,12,6,14,357,2,34,0,0,0,0,0,370,NULL
LMG08-01,0801,0801,400-150,400-160,402,171321,27,12,310,-6533.361,-6903.498,-6529.715,-6912.089,14,351,15,358,2,34,0,0,0,0,0,365,NULL
LMG08-01,0801,0801,400.160,400.170,410,171649,26,12,314,-6529.375,-6912.922,-6525.917,-6921,15,5,19,358,1,34,0,0,0,0,0,372,NULL
LMG08-01,0801,0801,400.170,400.180,412,171716,29,11,313,-6525.814,-6921.236,-6522.18,-6929.882,19,10,17,4,1,34,0,0,0,0,0,1013,NULL
LMG08-01,0801,0801,400-190,400-200,421,171000,28,9,310,-6518.117,-6939.138,-6514.463,-6947.775,8,311,7,321,1,34,0,0,0,0,0,2821,NULL
LMG08-01,0801,0801,300-200,300-190,438,182330,28,10,130,-6550.624,-7124.313,-6555.478,-7112.61,15,341,18,350,1,34,0,0,0,0,0,3091,NULL
LMG08-01,0801,0801,300-190,300-180,440,190011,31,4,145,-6555.536,-7112.455,-6558.906,-7104.925,17,354,18,2,1,34,0,0,0,0,0,2959,NULL
LMG08-01,0801,0801,300-180,300-170,450,191154,33,8,140,-6558.9179,-7104.9465,-6602.921,-7055.856,16,329,18,320,1,34,0,0,0,0,0,2984,NULL
LMG08-01,0801,0801,300-170,300-160,452,191230,30,4,130,-6602.959,-7055.723,-6606.807,-7047.368,18,322,17,331,1,34,0,0,0,0,0,3494,NULL
LMG08-01,0801,0801,300-150,300-140,461,191655,30,11,130,-6610.84,-7037.608,-6614.636,-7029.017,17,346,17,348,1,34,0,0,0,0,0,490,NULL
LMG08-01,0801,0801,300.140,300.130,468,192117,26,11,138,-6615.363,-7027.216,-6618.66,-7019.532,14,348,14,353,1,34,0,0,0,0,0,514,NULL
LMG08-01,0801,0801,300.130,300.120,470,192142,28,12,137,-6618.788,-7019.225,-6622.455,-7010.389,13,1,13,5,1,34,0,0,0,0,0,499,NULL
LMG08-01,0801,0801,300.120,300.110,478,200125,27,11,167,6622.338,7010.264,-6626.213,-7001.638,11,348,12,359,1,34,0,0,0,0,0,485,NULL
LMG08-01,0801,0801,300-080,300-070,496,201643,29,10,130,-6638.022,-6933.17,-6642.035,-6923.535,9,270,9,254,2,34,0,0,0,0,0,417,NULL
LMG08-01,0801,0801,300-070,300-060,498,201715,30,10,135,-6642.189,-6923.226,-6646.016,-6914.335,7,250,9,854,2,34,0,0,0,0,0,304,NULL
LMG08-01,0801,0801,300-060,300-050,506,202103,28,NULL,135,-6645.778,-6914.352,-6649.783,-6904.4,6,280,6,248,2,34,0,0,0,0,0,216,NULL
LMG08-01,0801,0801,300-050,300-040,508,202134,28,10,135,-6649.783,-6904.4,-6653.503,-6855.187,5,273,2,331,2,34,0,0,0,0,0,246,NULL
LMG08-01,0801,0801,300.150,300.160,518,211336,28,11,320,-6610.603,-7038.507,-6606.929,-7046.669,36,77,32,75,1,34,0,0,0,0,0,503,NULL
LMG08-01,0801,0801,200-240,200-230,533,221520,38,10,140,-6610.203,-7336.45,-6616.454,-7327.827,6,296,6,305,1,34,0,0,0,0,0,3625,NULL
LMG08-01,0801,0801,200-230,200-220,535,221602,32,10,140,-6614.51,-7327.691,-6618.528,-7319.581,4,310,7,324,1,34,0,0,0,0,0,3621,NULL
LMG08-01,0801,0801,200.200,200.210,543,230116,27,10,320,-6626.66,-7302.002,-6623.048,-7309.878,26,33,25,30,1,34,0,0,0,0,0,3698,NULL
LMG08-01,0801,0801,200.210,200.220,544,230144,30,11,318,-6622.935,-7310.146,-6618.488,-7319.448,25,29,24,21,1,34,0,0,0,0,0,3749,NULL
LMG08-01,0801,0801,200-200,200-180,552,230828,29,11,140,-6626.646,-7302.059,-6630.751,-7253.117,17,329,14,330,1,34,0,0,0,0,0,3703,NULL
LMG08-01,0801,0801,200.180,200.170,561,231502,31,11,143,-6634.745,-7244.461,-6638.703,-7235.633,18,295,16,289,1,34,0,0,0,0,0,3553,NULL
LMG08-01,0801,0801,200.170,200.180,563,231544,25,11,139,-6639.336,-7234.224,-6642.7,-7226.717,15,288,18,287,1,34,0,0,0,0,0,3454,NULL
LMG08-01,0801,0801,200-160,200-150,571,232205,39,10,140,-6642.404,-7230.306,-6646.872,-7217.532,15,310,14,293,1,34,0,0,0,0,0,3382,NULL
LMG08-01,0801,0801,200-150,200-140,573,232247,36,11,140,-6646.927,-7217.375,-6650.97,-7208.4,15,298,13,303,1,34,0,0,0,0,0,1636,NULL
LMG08-01,0801,0801,200.140,200.130,581,240232,30,10,140,-6650.946,-7208.308,-6654.841,-7159.6,13,320,12,326,1,34,0,0,0,0,0,419,NULL
LMG08-01,0801,0801,200.130,200.120,583,240301,27,11,140,-6654.982,-7159.36,-6658.799,-7150.632,13,323,12,329,1,34,0,0,0,0,0,435,NULL
LMG08-01,0801,0801,200-120,200-116,591,241050,33,10,135,-6658.815,-7151.885,-6703.062,-7140.766,21,11,18,22,1,34,0,0,0,0,0,450,NULL
LMG08-01,0801,0801,200-110,200-100,593,241126,27,10,140,-6703.307,-7140.306,-6706.789,-7132,20,15,24,12,1,34,0,0,0,0,0,459,NULL
LMG08-01,0801,0801,200-100,200-090,602,281529,35,NULL,140,-6705.808,-7131.149,-6711.049,-7122.588,36,25,27,34,1,38,0,0,0,0,0,443,NULL
LMG08-01,0801,0801,200-090,200-080,604,241607,28,11,140,-6711.199,-7122.318,-6715.055,-7113.072,32,23,34,24,1,34,0,0,0,0,0,453,NULL
LMG08-01,0801,0801,200-080,200-070,606,241702,25,10,140,-6714.863,-7110.149,-6718.881,-7103.441,38,27,35,20,1,34,1,0,0,0,0,467,NULL
LMG08-01,0801,0801,200-070,200-060,607,241729,28,11,140,-6719.021,-7103.128,-6722.9,-7054.028,42,21,31,20,1,34,0,0,0,0,0,494,NULL
LMG08-01,0801,0801,200-060,200-050,608,241800,27,11,130,-6723.016,-7053.769,-6726.711,-7045.012,36,26,39,23,1,34,0,0,0,0,0,513,NULL
LMG08-01,0801,0801,200-050,200-040,609,241829,29,10,135,-6726.843,-7044.645,-6730.723,-7035.3,27,30,32,23,1,34,0,0,0,0,0,652,NULL
LMG08-01,0801,0801,200-040,200-030,610,241859,29,11,140,-6730.824,-7035.053,-6734.599,-7025.463,33,20,33,28,1,34,0,0,0,0,0,769,NULL
LMG09-01,0901,0901,600.040,600.050,16,70236,31,8.8,311,6455.800,6427.175,6452.061,6434.972,8.4,218,9.1,205,3,33.296,0.40,0,0,0,0,1110,NULL
LMG09-01,0901,0901,600.060,600.070,17,70335,31,10.3,313,6448.851,6443.188,6445.016,6453.394,9.5,221,6.9,207,3,33.808,0.63,0,0,0,0,379,NULL
LMG09-01,0901,0901,600.080,600.090,20,70433,36,10.4,317,6441.827,6501.767,6437.359,6512.943,6.2,215,6.5,195,2,33.756,0.63,0,0,0,0,493,NULL
LMG09-01,0901,0901,600.100,600.110,22,70532,30,10.4,311,6434.547,6520.495,6430.709,6530.354,3.7,209,2.8,186,1,33.783,0.81,0,0,0,0,611,NULL
LMG09-01,0901,0901,600.120,600.130,24,70629,31,10.4,314,6427.422,6538.789,6423.184,6549.465,2.8,166,2.9,224,1,33.880,0.97,0,0,0,0,525,NULL
LMG09-01,0901,0901,600.140,600.150,26,70727,29,11.3,312,6419.928,6557.521,6416.088,6607.052,5.0,209,7.4,200,3,33.866,0.71,0,0,0,0,348,NULL
LMG09-01,0901,0901,600.160,600.170,28,70824,30,11.0,312,6412.802,6615.140,6408.910,6624.724,4.9,190,8.1,198,3,33.928,0.45,0,0,0,0,413,NULL
LMG09-01,0901,0901,500.180,500.170,146,110254,30,11.3,137,6444.400,6759.071,6448.305,6749.714,8.4,30,10.0,17,3,33.894,0.88,0,0,0,0,387,NULL
LMG09-01,0901,0901,500.140,500.130,154,120944,29,11.2,134,6459.732,6721.877,6503.789,6711.866,15.2,41,14.3,42,4,33.908,0.65,0,0,0,0,362,NULL
LMG09-01,0901,0901,500.120,500.110,156,121041,26,11.2,132,6507.023,6703.842,6510.640,6654.883,15.9,40,13.9,39,4,33.901,0.75,0,0,0,0,685,NULL
LMG09-01,0901,0901,400.160,400.150,184,130838,27,10.5,131,6530.061,6911.459,6533.867,6902.236,24.2,353,20.0,3,5,33.959,0.71,0,0,0,0,356,NULL
LMG09-01,0901,0901,400.140,400.130,186,130936,27,10.9,140,6537.554,6853.524,6541.876,6843.083,22.9,356,10.0,358,3,33.865,0.59,0,0,0,0,364,NULL
LMG09-01,0901,0901,400.120,400.110,188,131032,28,11.4,140,6545.034,6835.661,6549.131,6825.400,20.2,354,20.0,353,5,33.882,0.54,0,0,0,0,342,NULL
LMG09-01,0901,0901,400.080,400.070,199,132125,31,10.1,136,6600.195,6758.165,6604.183,6748.148,29.3,65,27.2,62,7,33.777,0.56,0,0,0,0,342,NULL
LMG09-01,0901,0901,400.060,400.050,200,132225,30,9.8,133,6607.549,6739.687,6611.424,6730.114,31.3,58,34.2,63,8,33.760,0.67,0,0,0,0,328,NULL
LMG09-01,0901,0901,300.040,300.050,220,142350,31,10.9,318,6652.661,6854.899,6649.444,6905.440,14.0,27,20.2,29,5,33.761,0.59,0,0,0,0,644,NULL
LMG09-01,0901,0901,300.060,300.070,222,150052,34,9.5,315,6645.754,6914.322,6641.766,6924.188,21.3,14,19.0,27,5,33.812,0.56,0,0,0,0,203,NULL
LMG09-01,0901,0901,300.080,300.090,224,150159,37,10.4,316,6638.170,6932.802,6633.717,6943.831,18.4,24,20.2,30,5,33.859,0.60,0,0,0,0,404,NULL
LMG09-01,0901,0901,300.100,300.110,234,151534,45,6.7,312,6630.197,6952.071,6626.057,7002.163,15.9,39,12.4,52,4,33.850,0.50,0,0,0,0,478,NULL
LMG09-01,0901,0901,300.120,300.130,236,151910,30,10.5,315,6622.655,7010.778,6618.689,7019.464,15.5,55,13.3,50,4,33.866,0.45,0,0,0,0,465,NULL
LMG09-01,0901,0901,300.140,300.150,238,152014,30,10.7,318,6614.820,7028.854,6610.758,7038.169,12.7,58,13.2,66,4,33.945,0.46,0,0,0,0,499,NULL
LMG09-01,0901,0901,200.160,200.150,267,162001,29,10.3,143,6643.029,7225.284,6647.111,7216.951,7.8,264,6.3,265,2,33.958,0.29,0,0,0,0,3071,NULL
LMG09-01,0901,0901,200.140,200.130,268,162100,30,11.0,140,6650.677,7209.038,6654.698,7159.755,7.1,260,7.1,233,3,33.923,0.45,0,0,0,0,414,NULL
LMG09-01,0901,0901,200.120,200.110,270,162200,30,10.5,139,6658.621,7150.806,6703.603,7139.629,5.0,230,5.4,241,2,33.934,0.49,0,0,0,0,432,NULL
LMG09-01,0901,0901,200.100,200.090,272,162300,32,11.2,138,6706.628,7132.203,6711.057,7122.088,5.7,244,7.4,248,3,33.924,0.52,0,0,0,0,429,NULL
LMG09-01,0901,0901,200.080,200.070,274,162359,31,10.9,138,6714.773,7113.286,6718.972,7103.465,6.3,255,9.3,273,2,33.931,0.50,0,0,0,0,452,NULL
LMG09-01,0901,0901,-100.030,-100.040,507,290300,30,12.8,330,6919.912,7556.837,6915.230,7606.547,18.2,17,15.3,11,5,33.618,0.64,0,0,0,0,325,NULL
LMG09-01,0901,0901,-100.050,-100.060,508,290401,28,10.2,327,6910.946,7616.294,6906.521,7625.580,15.6,22,13.8,19,4,33.644,0.57,0,0,0,0,510,NULL
LMG09-01,0901,0901,-100.090,-100.100,510,290600,30,10.7,326,6853.558,7653.125,6848.744,7702.854,8.5,31,9.4,6,3,33.726,0.64,0,0,0,0,393,NULL
LMG09-01,0901,0901,-100.110,-100.120,512,290700,30,11.2,324,6844.723,7711.077,6839.604,7722.042,5.2,34,4.6,14,2,34.003,0.66,0,0,0,0,567,NULL
